"plot","datetime","Ta_200","Ta_200_min","Ta_200_max","rH_200","rH_200_min","rH_200_max","SWDR_200","P_RT_NRT"
"BALE006","2018-01-06 03:00:00",5.16,5.16,5.16,70.14,70.14,70.14,0,0
"BALE006","2018-01-06 04:00:00",4.01,4.01,4.01,68.62,68.62,68.62,0,0
"BALE006","2018-01-06 05:00:00",4.44,4.44,4.44,68.08,68.08,68.08,0,0
"BALE006","2018-01-06 06:00:00",4.61,4.61,4.61,61.95,61.95,61.95,0,0
"BALE006","2018-01-06 07:00:00",3.98,3.98,3.98,73.55,73.55,73.55,0.005,0
"BALE006","2018-01-06 08:00:00",7.1,7.1,7.1,57.69,57.69,57.69,0.091,0
"BALE006","2018-01-06 09:00:00",12.38,12.38,12.38,37.21,37.21,37.21,0.307,0
"BALE006","2018-01-06 10:00:00",13.4,13.4,13.4,41.09,41.09,41.09,0.506,0
"BALE006","2018-01-06 11:00:00",13.61,13.61,13.61,38.79,38.79,38.79,0.67,0
"BALE006","2018-01-06 12:00:00",14.78,14.78,14.78,43.29,43.29,43.29,0.781,0
"BALE006","2018-01-06 13:00:00",15.78,15.78,15.78,41.7,41.7,41.7,0.825,0
"BALE006","2018-01-06 14:00:00",16.67,16.67,16.67,39.8,39.8,39.8,0.789,0
"BALE006","2018-01-06 15:00:00",17.06,17.06,17.06,43.44,43.44,43.44,0.677,0
"BALE006","2018-01-06 16:00:00",17.62,17.62,17.62,42.25,42.25,42.25,0.522,0
"BALE006","2018-01-06 17:00:00",17.51,17.51,17.51,42.8,42.8,42.8,0.331,0
"BALE006","2018-01-06 18:00:00",15.55,15.55,15.55,47.91,47.91,47.91,0.13,0
"BALE006","2018-01-06 19:00:00",12.5,12.5,12.5,59.34,59.34,59.34,0.005,0
"BALE006","2018-01-06 20:00:00",10.79,10.79,10.79,64.68,64.68,64.68,0,0
"BALE006","2018-01-06 21:00:00",8.67,8.67,8.67,72.78,72.78,72.78,0,0
"BALE006","2018-01-06 22:00:00",7.72,7.72,7.72,68.89,68.89,68.89,0,0
"BALE006","2018-01-06 23:00:00",8.96,8.96,8.96,65.76,65.76,65.76,0,0
"BALE006","2018-01-07 00:00:00",8.59,8.59,8.59,64.22,64.22,64.22,0,0
"BALE006","2018-01-07 01:00:00",7.76,7.76,7.76,70.91,70.91,70.91,0,0
"BALE006","2018-01-07 02:00:00",6.34,6.34,6.34,73.51,73.51,73.51,0,0
"BALE006","2018-01-07 03:00:00",5.44,5.44,5.44,77.44,77.44,77.44,0,0
"BALE006","2018-01-07 04:00:00",6.08,6.08,6.08,69.56,69.56,69.56,0,0
"BALE006","2018-01-07 05:00:00",4.16,4.16,4.16,80.3,80.3,80.3,0,0
"BALE006","2018-01-07 06:00:00",2.81,2.81,2.81,82.5,82.5,82.5,0,0
"BALE006","2018-01-07 07:00:00",2.66,2.66,2.66,82.3,82.3,82.3,0.004,0
"BALE006","2018-01-07 08:00:00",5.5,5.5,5.5,56.92,56.92,56.92,0.09,0
"BALE006","2018-01-07 09:00:00",12.11,12.11,12.11,46.52,46.52,46.52,0.307,0
"BALE006","2018-01-07 10:00:00",13.38,13.38,13.38,47.17,47.17,47.17,0.504,0
"BALE006","2018-01-07 11:00:00",14.18,14.18,14.18,47.68,47.68,47.68,0.667,0
"BALE006","2018-01-07 12:00:00",15.1,15.1,15.1,46.09,46.09,46.09,0.78,0
"BALE006","2018-01-07 13:00:00",16.15,16.15,16.15,46,46,46,0.822,0
"BALE006","2018-01-07 14:00:00",16.91,16.91,16.91,45.74,45.74,45.74,0.78,0
"BALE006","2018-01-07 15:00:00",17.02,17.02,17.02,48.21,48.21,48.21,0.582,0
"BALE006","2018-01-07 16:00:00",16.27,16.27,16.27,49.91,49.91,49.91,0.276,0
"BALE006","2018-01-07 17:00:00",16.7,16.7,16.7,45.66,45.66,45.66,0.272,0
"BALE006","2018-01-07 18:00:00",15.64,15.64,15.64,53.01,53.01,53.01,0.122,0
"BALE006","2018-01-07 19:00:00",13.06,13.06,13.06,62.98,62.98,62.98,0.009,0
"BALE006","2018-01-07 20:00:00",10.97,10.97,10.97,68.98,68.98,68.98,0,0
"BALE006","2018-01-07 21:00:00",8.87,8.87,8.87,72.64,72.64,72.64,0,0
"BALE006","2018-01-07 22:00:00",7.2,7.2,7.2,73.6,73.6,73.6,0,0
"BALE006","2018-01-07 23:00:00",8.93,8.93,8.93,73.26,73.26,73.26,0,0
"BALE006","2018-01-08 00:00:00",8.81,8.81,8.81,74.98,74.98,74.98,0,0
"BALE006","2018-01-08 01:00:00",7.88,7.88,7.88,73.58,73.58,73.58,0,0
"BALE006","2018-01-08 02:00:00",7.13,7.13,7.13,75.9,75.9,75.9,0,0
"BALE006","2018-01-08 03:00:00",5.6,5.6,5.6,80.69,80.69,80.69,0,0
"BALE006","2018-01-08 04:00:00",4.72,4.72,4.72,81.9,81.9,81.9,0,0
"BALE006","2018-01-08 05:00:00",4.52,4.52,4.52,79.11,79.11,79.11,0,0
"BALE006","2018-01-08 06:00:00",3.73,3.73,3.73,81.8,81.8,81.8,0,0
"BALE006","2018-01-08 07:00:00",3.36,3.36,3.36,86.2,86.2,86.2,0.004,0
"BALE006","2018-01-08 08:00:00",5.79,5.79,5.79,56.82,56.82,56.82,0.085,0
"BALE006","2018-01-08 09:00:00",11.93,11.93,11.93,49.74,49.74,49.74,0.301,0
"BALE006","2018-01-08 10:00:00",13.2,13.2,13.2,49.74,49.74,49.74,0.496,0
"BALE006","2018-01-08 11:00:00",14.17,14.17,14.17,52.47,52.47,52.47,0.659,0
"BALE006","2018-01-08 12:00:00",14.75,14.75,14.75,48.66,48.66,48.66,0.773,0
"BALE006","2018-01-08 13:00:00",15.83,15.83,15.83,50.94,50.94,50.94,0.834,0
"BALE006","2018-01-08 14:00:00",16.56,16.56,16.56,46,46,46,0.628,0
"BALE006","2018-01-08 15:00:00",16.54,16.54,16.54,47.11,47.11,47.11,0.387,0
"BALE006","2018-01-08 16:00:00",16.83,16.83,16.83,44.86,44.86,44.86,0.434,0
"BALE006","2018-01-08 17:00:00",17.25,17.25,17.25,46,46,46,0.309,0
"BALE006","2018-01-08 18:00:00",14.9,14.9,14.9,55.09,55.09,55.09,0.092,0
"BALE006","2018-01-08 19:00:00",12.82,12.82,12.82,66.92,66.92,66.92,0.003,0
"BALE006","2018-01-08 20:00:00",10.91,10.91,10.91,73.68,73.68,73.68,0,0
"BALE006","2018-01-08 21:00:00",10.83,10.83,10.83,68.29,68.29,68.29,0,0
"BALE006","2018-01-08 22:00:00",11.17,11.17,11.17,68.32,68.32,68.32,0,0
"BALE006","2018-01-08 23:00:00",10.72,10.72,10.72,70.07,70.07,70.07,0,0
"BALE006","2018-01-09 00:00:00",10.35,10.35,10.35,69.56,69.56,69.56,0,0
"BALE006","2018-01-09 01:00:00",9.6,9.6,9.6,73.35,73.35,73.35,0,0
"BALE006","2018-01-09 02:00:00",9.33,9.33,9.33,68.89,68.89,68.89,0,0
"BALE006","2018-01-09 03:00:00",9.21,9.21,9.21,72.82,72.82,72.82,0,0
"BALE006","2018-01-09 04:00:00",9.08,9.08,9.08,71.26,71.26,71.26,0,0
"BALE006","2018-01-09 05:00:00",9.09,9.09,9.09,73.64,73.64,73.64,0,0
"BALE006","2018-01-09 06:00:00",8.14,8.14,8.14,72.57,72.57,72.57,0,0
"BALE006","2018-01-09 07:00:00",5.26,5.26,5.26,78.64,78.64,78.64,0.004,0
"BALE006","2018-01-09 08:00:00",6.72,6.72,6.72,59.19,59.19,59.19,0.087,0
"BALE006","2018-01-09 09:00:00",10.78,10.78,10.78,52.9,52.9,52.9,0.222,0
"BALE006","2018-01-09 10:00:00",11.33,11.33,11.33,53.46,53.46,53.46,0.242,0
"BALE006","2018-01-09 11:00:00",13.29,13.29,13.29,48.49,48.49,48.49,0.422,0
"BALE006","2018-01-09 12:00:00",16.03,16.03,16.03,45.84,45.84,45.84,0.796,0
"BALE006","2018-01-09 13:00:00",16.65,16.65,16.65,46.14,46.14,46.14,0.829,0
"BALE006","2018-01-09 14:00:00",17.68,17.68,17.68,44.58,44.58,44.58,0.823,0
"BALE006","2018-01-09 15:00:00",17.36,17.36,17.36,51.61,51.61,51.61,0.471,0
"BALE006","2018-01-09 16:00:00",16.15,16.15,16.15,53.56,53.56,53.56,0.255,0
"BALE006","2018-01-09 17:00:00",16.73,16.73,16.73,52.15,52.15,52.15,0.278,0
"BALE006","2018-01-09 18:00:00",15.14,15.14,15.14,57.72,57.72,57.72,0.093,0
"BALE006","2018-01-09 19:00:00",13.29,13.29,13.29,68.72,68.72,68.72,0.005,0
"BALE006","2018-01-09 20:00:00",11.97,11.97,11.97,73.22,73.22,73.22,0,0
"BALE006","2018-01-09 21:00:00",11.52,11.52,11.52,77.22,77.22,77.22,0,0
"BALE006","2018-01-09 22:00:00",11.43,11.43,11.43,75.48,75.48,75.48,0,0
"BALE006","2018-01-09 23:00:00",11.11,11.11,11.11,74.08,74.08,74.08,0,0
"BALE006","2018-01-10 00:00:00",10.66,10.66,10.66,78.69,78.69,78.69,0,0
"BALE006","2018-01-10 01:00:00",9.8,9.8,9.8,77.8,77.8,77.8,0,0
"BALE006","2018-01-10 02:00:00",8.45,8.45,8.45,81,81,81,0,0
"BALE006","2018-01-10 03:00:00",7.39,7.39,7.39,85.2,85.2,85.2,0,0
"BALE006","2018-01-10 04:00:00",8.75,8.75,8.75,83.9,83.9,83.9,0,0
"BALE006","2018-01-10 05:00:00",8.55,8.55,8.55,81.69,81.69,81.69,0,0
"BALE006","2018-01-10 06:00:00",8.1,8.1,8.1,77.74,77.74,77.74,0,0
"BALE006","2018-01-10 07:00:00",6.72,6.72,6.72,81.3,81.3,81.3,0.004,0
"BALE006","2018-01-10 08:00:00",6.59,6.59,6.59,66.68,66.68,66.68,0.084,0
"BALE006","2018-01-10 09:00:00",11.96,11.96,11.96,53.08,53.08,53.08,0.308,0
"BALE006","2018-01-10 10:00:00",13.37,13.37,13.37,51.03,51.03,51.03,0.508,0
"BALE006","2018-01-10 11:00:00",14.41,14.41,14.41,51.76,51.76,51.76,0.676,0
"BALE006","2018-01-10 12:00:00",15.35,15.35,15.35,54.12,54.12,54.12,0.793,0
"BALE006","2018-01-10 13:00:00",16.45,16.45,16.45,49.18,49.18,49.18,0.847,0
"BALE006","2018-01-10 14:00:00",17.11,17.11,17.11,49.24,49.24,49.24,0.757,0
"BALE006","2018-01-10 15:00:00",18.06,18.06,18.06,50.48,50.48,50.48,0.694,0
"BALE006","2018-01-10 16:00:00",18.79,18.79,18.79,48.89,48.89,48.89,0.572,0
"BALE006","2018-01-10 17:00:00",18.54,18.54,18.54,49.72,49.72,49.72,0.349,0
"BALE006","2018-01-10 18:00:00",16.98,16.98,16.98,62.54,62.54,62.54,0.125,0
"BALE006","2018-01-10 19:00:00",12.56,12.56,12.56,77.15,77.15,77.15,0.005,0
"BALE006","2018-01-10 20:00:00",9.68,9.68,9.68,78.92,78.92,78.92,0,0
"BALE006","2018-01-10 21:00:00",9.55,9.55,9.55,78.72,78.72,78.72,0,0
"BALE006","2018-01-10 22:00:00",10.6,10.6,10.6,78.22,78.22,78.22,0,0
"BALE006","2018-01-10 23:00:00",9.93,9.93,9.93,81.6,81.6,81.6,0,0
"BALE006","2018-01-11 00:00:00",9.6,9.6,9.6,78.42,78.42,78.42,0,0
"BALE006","2018-01-11 01:00:00",7.8,7.8,7.8,84.3,84.3,84.3,0,0
"BALE006","2018-01-11 02:00:00",6.52,6.52,6.52,89.3,89.3,89.3,0,0
"BALE006","2018-01-11 03:00:00",5.42,5.42,5.42,93.4,93.4,93.4,0,0
"BALE006","2018-01-11 04:00:00",5.15,5.15,5.15,86.7,86.7,86.7,0,0
"BALE006","2018-01-11 05:00:00",5.13,5.13,5.13,90.8,90.8,90.8,0,0
"BALE006","2018-01-11 06:00:00",3.81,3.81,3.81,96,96,96,0,0
"BALE006","2018-01-11 07:00:00",3.26,3.26,3.26,96.6,96.6,96.6,0.003,0
"BALE006","2018-01-11 08:00:00",5.63,5.63,5.63,80.6,80.6,80.6,0.07,0
"BALE006","2018-01-11 09:00:00",11.22,11.22,11.22,67.16,67.16,67.16,0.309,0
"BALE006","2018-01-11 10:00:00",13.06,13.06,13.06,62.19,62.19,62.19,0.504,0
"BALE006","2018-01-11 11:00:00",14.95,14.95,14.95,60.29,60.29,60.29,0.67,0
"BALE006","2018-01-11 12:00:00",15.57,15.57,15.57,62.97,62.97,62.97,0.783,0
"BALE006","2018-01-11 13:00:00",16.41,16.41,16.41,60.92,60.92,60.92,0.826,0
"BALE006","2018-01-11 14:00:00",17.2,17.2,17.2,63.71,63.71,63.71,0.805,0
"BALE006","2018-01-11 15:00:00",17.89,17.89,17.89,55.9,55.9,55.9,0.695,0
"BALE006","2018-01-11 16:00:00",17.68,17.68,17.68,61.72,61.72,61.72,0.382,0
"BALE006","2018-01-11 17:00:00",17.1,17.1,17.1,60.35,60.35,60.35,0.272,0
"BALE006","2018-01-11 18:00:00",15.43,15.43,15.43,69.08,69.08,69.08,0.089,0
"BALE006","2018-01-11 19:00:00",13.55,13.55,13.55,75.93,75.93,75.93,0.004,0
"BALE006","2018-01-11 20:00:00",12.73,12.73,12.73,79.51,79.51,79.51,0,0
"BALE006","2018-01-11 21:00:00",12.28,12.28,12.28,80.8,80.8,80.8,0,0
"BALE006","2018-01-11 22:00:00",11.66,11.66,11.66,80.4,80.4,80.4,0,0
"BALE006","2018-01-11 23:00:00",10.51,10.51,10.51,82.8,82.8,82.8,0,0
"BALE006","2018-01-12 00:00:00",8.45,8.45,8.45,91.5,91.5,91.5,0,0
"BALE006","2018-01-12 01:00:00",8.68,8.68,8.68,88.4,88.4,88.4,0,0
"BALE006","2018-01-12 02:00:00",9.64,9.64,9.64,88.6,88.6,88.6,0,0
"BALE006","2018-01-12 03:00:00",9.04,9.04,9.04,93.2,93.2,93.2,0,0
"BALE006","2018-01-12 04:00:00",7.93,7.93,7.93,92.6,92.6,92.6,0,0
"BALE006","2018-01-12 05:00:00",8.32,8.32,8.32,91.8,91.8,91.8,0,0
"BALE006","2018-01-12 06:00:00",8.22,8.22,8.22,95,95,95,0,0
"BALE006","2018-01-12 07:00:00",7.94,7.94,7.94,93.2,93.2,93.2,0.002,0
"BALE006","2018-01-12 08:00:00",8.39,8.39,8.39,86.4,86.4,86.4,0.037,0
"BALE006","2018-01-12 09:00:00",10.51,10.51,10.51,72.25,72.25,72.25,0.235,0
"BALE006","2018-01-12 10:00:00",12.82,12.82,12.82,69.21,69.21,69.21,0.506,0
"BALE006","2018-01-12 11:00:00",14.7,14.7,14.7,67.3,67.3,67.3,0.663,0
"BALE006","2018-01-12 12:00:00",15.37,15.37,15.37,68.9,68.9,68.9,0.732,0
"BALE006","2018-01-12 13:00:00",15.11,15.11,15.11,71.57,71.57,71.57,0.521,0
"BALE006","2018-01-12 14:00:00",15.8,15.8,15.8,63.29,63.29,63.29,0.558,0
"BALE006","2018-01-12 15:00:00",17.25,17.25,17.25,62.1,62.1,62.1,0.633,0
"BALE006","2018-01-12 16:00:00",17.16,17.16,17.16,59.95,59.95,59.95,0.454,0
"BALE006","2018-01-12 17:00:00",17.11,17.11,17.11,63.69,63.69,63.69,0.314,0
"BALE006","2018-01-12 18:00:00",14.94,14.94,14.94,74.05,74.05,74.05,0.109,0
"BALE006","2018-01-12 19:00:00",11.86,11.86,11.86,84.5,84.5,84.5,0.005,0
"BALE006","2018-01-12 20:00:00",9.08,9.08,9.08,92.2,92.2,92.2,0,0
"BALE006","2018-01-12 21:00:00",8.22,8.22,8.22,89.1,89.1,89.1,0,0
"BALE006","2018-01-12 22:00:00",7.59,7.59,7.59,85.5,85.5,85.5,0,0
"BALE006","2018-01-12 23:00:00",6.14,6.14,6.14,91.3,91.3,91.3,0,0
"BALE006","2018-01-13 00:00:00",4.83,4.83,4.83,92,92,92,0,0
