"plot","datetime","Ta_200","Ta_200_min","Ta_200_max","rH_200","rH_200_min","rH_200_max","SWDR_200","P_RT_NRT"
"BALE009","2018-01-02 00:00:00",-0.3,-0.3,-0.3,60.43,60.43,60.43,0,0
"BALE009","2018-01-02 01:00:00",-1.29,-1.29,-1.29,62.07,62.07,62.07,0,0
"BALE009","2018-01-02 02:00:00",-1.86,-1.86,-1.86,64.35,64.35,64.35,0,0
"BALE009","2018-01-02 03:00:00",-2.21,-2.21,-2.21,66.41,66.41,66.41,0,0
"BALE009","2018-01-02 04:00:00",-2.23,-2.23,-2.23,66.51,66.51,66.51,0,0
"BALE009","2018-01-02 05:00:00",-2.26,-2.26,-2.26,70.86,70.86,70.86,0,0
"BALE009","2018-01-02 06:00:00",-2.29,-2.29,-2.29,75.66,75.66,75.66,0,0
"BALE009","2018-01-02 07:00:00",-2.14,-2.14,-2.14,67.73,67.73,67.73,0.016,0
"BALE009","2018-01-02 08:00:00",2.53,2.53,2.53,53.24,53.24,53.24,0.192,0
"BALE009","2018-01-02 09:00:00",5.22,5.22,5.22,50.33,50.33,50.33,0.419,0
"BALE009","2018-01-02 10:00:00",6.1,6.1,6.1,48.23,48.23,48.23,0.632,0
"BALE009","2018-01-02 11:00:00",6.89,6.89,6.89,47.46,47.46,47.46,0.802,0
"BALE009","2018-01-02 12:00:00",7.41,7.41,7.41,44.18,44.18,44.18,0.908,0
"BALE009","2018-01-02 13:00:00",8.04,8.04,8.04,40.81,40.81,40.81,0.937,0
"BALE009","2018-01-02 14:00:00",8.55,8.55,8.55,42.54,42.54,42.54,0.887,0
"BALE009","2018-01-02 15:00:00",8.64,8.64,8.64,42.59,42.59,42.59,0.759,0
"BALE009","2018-01-02 16:00:00",8.25,8.25,8.25,46.16,46.16,46.16,0.575,0
"BALE009","2018-01-02 17:00:00",7.17,7.17,7.17,52.16,52.16,52.16,0.36,0
"BALE009","2018-01-02 18:00:00",5.43,5.43,5.43,60.82,60.82,60.82,0.123,0
"BALE009","2018-01-02 19:00:00",2.82,2.82,2.82,69.8,69.8,69.8,0.003,0
"BALE009","2018-01-02 20:00:00",1.43,1.43,1.43,71.55,71.55,71.55,0,0
"BALE009","2018-01-02 21:00:00",0.54,0.54,0.54,74.08,74.08,74.08,0,0
"BALE009","2018-01-02 22:00:00",-0.38,-0.38,-0.38,75.5,75.5,75.5,0,0
"BALE009","2018-01-02 23:00:00",-0.97,-0.97,-0.97,69.66,69.66,69.66,0,0
"BALE009","2018-01-03 00:00:00",-0.68,-0.68,-0.68,74.71,74.71,74.71,0,0
"BALE009","2018-01-03 01:00:00",-1.49,-1.49,-1.49,76.92,76.92,76.92,0,0
"BALE009","2018-01-03 02:00:00",-1.14,-1.14,-1.14,74.16,74.16,74.16,0,0
"BALE009","2018-01-03 03:00:00",-0.14,-0.14,-0.14,73.18,73.18,73.18,0,0
"BALE009","2018-01-03 04:00:00",-0.75,-0.75,-0.75,79.31,79.31,79.31,0,0
"BALE009","2018-01-03 05:00:00",-2.22,-2.22,-2.22,91.8,91.8,91.8,0,0
"BALE009","2018-01-03 06:00:00",-2.76,-2.76,-2.76,96.9,96.9,96.9,0,0
"BALE009","2018-01-03 07:00:00",-1.48,-1.48,-1.48,76.56,76.56,76.56,0.014,0
"BALE009","2018-01-03 08:00:00",2.2,2.2,2.2,61.88,61.88,61.88,0.182,0
"BALE009","2018-01-03 09:00:00",4.33,4.33,4.33,55.01,55.01,55.01,0.411,0
"BALE009","2018-01-03 10:00:00",5.55,5.55,5.55,55.74,55.74,55.74,0.624,0
"BALE009","2018-01-03 11:00:00",6.88,6.88,6.88,49.26,49.26,49.26,0.795,0
"BALE009","2018-01-03 12:00:00",7.61,7.61,7.61,45.21,45.21,45.21,0.905,0
"BALE009","2018-01-03 13:00:00",7.87,7.87,7.87,51.33,51.33,51.33,0.929,0
"BALE009","2018-01-03 14:00:00",8.14,8.14,8.14,46.54,46.54,46.54,0.889,0
"BALE009","2018-01-03 15:00:00",8.33,8.33,8.33,47.02,47.02,47.02,0.764,0
"BALE009","2018-01-03 16:00:00",8.34,8.34,8.34,46.98,46.98,46.98,0.581,0
"BALE009","2018-01-03 17:00:00",7.33,7.33,7.33,51.38,51.38,51.38,0.352,0
"BALE009","2018-01-03 18:00:00",5.66,5.66,5.66,60.98,60.98,60.98,0.125,0
"BALE009","2018-01-03 19:00:00",2.95,2.95,2.95,71.9,71.9,71.9,0.003,0
"BALE009","2018-01-03 20:00:00",1.39,1.39,1.39,78.51,78.51,78.51,0,0
"BALE009","2018-01-03 21:00:00",1.02,1.02,1.02,77.97,77.97,77.97,0,0
"BALE009","2018-01-03 22:00:00",0,0,0,86.4,86.4,86.4,0,0
"BALE009","2018-01-03 23:00:00",-1.1,-1.1,-1.1,89,89,89,0,0
"BALE009","2018-01-04 00:00:00",-1.71,-1.71,-1.71,91.9,91.9,91.9,0,0
"BALE009","2018-01-04 01:00:00",-1.65,-1.65,-1.65,92.8,92.8,92.8,0,0
"BALE009","2018-01-04 02:00:00",-2.31,-2.31,-2.31,93.6,93.6,93.6,0,0
"BALE009","2018-01-04 03:00:00",-1.5,-1.5,-1.5,81,81,81,0,0
"BALE009","2018-01-04 04:00:00",1.12,1.12,1.12,67.3,67.3,67.3,0,0
"BALE009","2018-01-04 05:00:00",1.55,1.55,1.55,73.5,73.5,73.5,0,0
"BALE009","2018-01-04 06:00:00",1.29,1.29,1.29,73.18,73.18,73.18,0,0
"BALE009","2018-01-04 07:00:00",0.74,0.74,0.74,81.19,81.19,81.19,0.013,0
"BALE009","2018-01-04 08:00:00",2.03,2.03,2.03,75.57,75.57,75.57,0.184,0
"BALE009","2018-01-04 09:00:00",4.25,4.25,4.25,60.96,60.96,60.96,0.437,0
"BALE009","2018-01-04 10:00:00",5.37,5.37,5.37,54.85,54.85,54.85,0.621,0
"BALE009","2018-01-04 11:00:00",6.24,6.24,6.24,58.75,58.75,58.75,0.626,0
"BALE009","2018-01-04 12:00:00",6.85,6.85,6.85,58.37,58.37,58.37,0.689,0
"BALE009","2018-01-04 13:00:00",7.33,7.33,7.33,54.27,54.27,54.27,0.798,0
"BALE009","2018-01-04 14:00:00",7.83,7.83,7.83,49.74,49.74,49.74,0.84,0
"BALE009","2018-01-04 15:00:00",8.05,8.05,8.05,54,54,54,0.646,0
"BALE009","2018-01-04 16:00:00",7.89,7.89,7.89,54.07,54.07,54.07,0.536,0
"BALE009","2018-01-04 17:00:00",6.69,6.69,6.69,61.91,61.91,61.91,0.252,0
"BALE009","2018-01-04 18:00:00",5.02,5.02,5.02,67.51,67.51,67.51,0.075,0
"BALE009","2018-01-04 19:00:00",3.5,3.5,3.5,73.79,73.79,73.79,0.003,0
"BALE009","2018-01-04 20:00:00",2.33,2.33,2.33,79.71,79.71,79.71,0,0
"BALE009","2018-01-04 21:00:00",1.16,1.16,1.16,85.1,85.1,85.1,0,0
"BALE009","2018-01-04 22:00:00",0.56,0.56,0.56,83.3,83.3,83.3,0,0
"BALE009","2018-01-04 23:00:00",0.68,0.68,0.68,88.3,88.3,88.3,0,0
"BALE009","2018-01-05 00:00:00",-0.09,-0.09,-0.09,86.9,86.9,86.9,0,0
"BALE009","2018-01-05 01:00:00",-0.19,-0.19,-0.19,89.5,89.5,89.5,0,0
"BALE009","2018-01-05 02:00:00",-0.57,-0.57,-0.57,93.5,93.5,93.5,0,0
"BALE009","2018-01-05 03:00:00",-1.78,-1.78,-1.78,95.6,95.6,95.6,0,0
"BALE009","2018-01-05 04:00:00",-1.99,-1.99,-1.99,98.8,98.8,98.8,0,0
"BALE009","2018-01-05 05:00:00",-0.73,-0.73,-0.73,89.1,89.1,89.1,0,0
"BALE009","2018-01-05 06:00:00",0.89,0.89,0.89,89.7,89.7,89.7,0,0
"BALE009","2018-01-05 07:00:00",0.64,0.64,0.64,90.4,90.4,90.4,0.01,0
"BALE009","2018-01-05 08:00:00",2.14,2.14,2.14,87.3,87.3,87.3,0.16,0
"BALE009","2018-01-05 09:00:00",3.64,3.64,3.64,78.26,78.26,78.26,0.35,0
"BALE009","2018-01-05 10:00:00",5.02,5.02,5.02,68.93,68.93,68.93,0.476,0
"BALE009","2018-01-05 11:00:00",6.44,6.44,6.44,58.75,58.75,58.75,0.77,0
"BALE009","2018-01-05 12:00:00",7.56,7.56,7.56,53.82,53.82,53.82,0.857,0
"BALE009","2018-01-05 13:00:00",7.28,7.28,7.28,56.18,56.18,56.18,0.799,0
"BALE009","2018-01-05 14:00:00",7.1,7.1,7.1,54.5,54.5,54.5,0.626,0
"BALE009","2018-01-05 15:00:00",7.43,7.43,7.43,51.91,51.91,51.91,0.595,0
"BALE009","2018-01-05 16:00:00",7.81,7.81,7.81,53.48,53.48,53.48,0.57,0
"BALE009","2018-01-05 17:00:00",6.48,6.48,6.48,61.81,61.81,61.81,0.281,0
"BALE009","2018-01-05 18:00:00",4.33,4.33,4.33,68.99,68.99,68.99,0.063,0
"BALE009","2018-01-05 19:00:00",1.78,1.78,1.78,74.64,74.64,74.64,0.004,0
"BALE009","2018-01-05 20:00:00",1,1,1,77.46,77.46,77.46,0,0
"BALE009","2018-01-05 21:00:00",0.48,0.48,0.48,78.44,78.44,78.44,0,0
"BALE009","2018-01-05 22:00:00",0.3,0.3,0.3,75.68,75.68,75.68,0,0
"BALE009","2018-01-05 23:00:00",0.97,0.97,0.97,78.56,78.56,78.56,0,0
"BALE009","2018-01-06 00:00:00",0.02,0.02,0.02,82.3,82.3,82.3,0,0
"BALE009","2018-01-06 01:00:00",-1.29,-1.29,-1.29,86,86,86,0,0
"BALE009","2018-01-06 02:00:00",-2.15,-2.15,-2.15,84.9,84.9,84.9,0,0
"BALE009","2018-01-06 03:00:00",-2.86,-2.86,-2.86,92.4,92.4,92.4,0,0
"BALE009","2018-01-06 04:00:00",-0.93,-0.93,-0.93,89.3,89.3,89.3,0,0
"BALE009","2018-01-06 05:00:00",-1.03,-1.03,-1.03,90.7,90.7,90.7,0,0
"BALE009","2018-01-06 06:00:00",-2.65,-2.65,-2.65,95,95,95,0,0
"BALE009","2018-01-06 07:00:00",-2.69,-2.69,-2.69,91.1,91.1,91.1,0.014,0
"BALE009","2018-01-06 08:00:00",1.29,1.29,1.29,79.58,79.58,79.58,0.182,0
"BALE009","2018-01-06 09:00:00",3.88,3.88,3.88,66.89,66.89,66.89,0.411,0
"BALE009","2018-01-06 10:00:00",5.41,5.41,5.41,57.47,57.47,57.47,0.611,0
"BALE009","2018-01-06 11:00:00",6.75,6.75,6.75,53.06,53.06,53.06,0.787,0
"BALE009","2018-01-06 12:00:00",6.87,6.87,6.87,58.68,58.68,58.68,0.892,0
"BALE009","2018-01-06 13:00:00",7.04,7.04,7.04,54.25,54.25,54.25,0.928,0
"BALE009","2018-01-06 14:00:00",7.43,7.43,7.43,52.08,52.08,52.08,0.786,0
"BALE009","2018-01-06 15:00:00",7.69,7.69,7.69,51.83,51.83,51.83,0.738,0
"BALE009","2018-01-06 16:00:00",7.04,7.04,7.04,52.14,52.14,52.14,0.444,0
"BALE009","2018-01-06 17:00:00",6.01,6.01,6.01,62.43,62.43,62.43,0.27,0
"BALE009","2018-01-06 18:00:00",4.47,4.47,4.47,67.17,67.17,67.17,0.092,0
"BALE009","2018-01-06 19:00:00",2.66,2.66,2.66,73.18,73.18,73.18,0.003,0
"BALE009","2018-01-06 20:00:00",1.6,1.6,1.6,73.43,73.43,73.43,0,0
"BALE009","2018-01-06 21:00:00",1.2,1.2,1.2,73.39,73.39,73.39,0,0
"BALE009","2018-01-06 22:00:00",0.38,0.38,0.38,81.19,81.19,81.19,0,0
"BALE009","2018-01-06 23:00:00",0.77,0.77,0.77,84.6,84.6,84.6,0,0
"BALE009","2018-01-07 00:00:00",0.71,0.71,0.71,85.7,85.7,85.7,0,0
"BALE009","2018-01-07 01:00:00",0.49,0.49,0.49,87.2,87.2,87.2,0,0
"BALE009","2018-01-07 02:00:00",-0.48,-0.48,-0.48,93.8,93.8,93.8,0,0
"BALE009","2018-01-07 03:00:00",-2.38,-2.38,-2.38,94.4,94.4,94.4,0,0
"BALE009","2018-01-07 04:00:00",-3.12,-3.12,-3.12,96.2,96.2,96.2,0,0
"BALE009","2018-01-07 05:00:00",-1.66,-1.66,-1.66,96,96,96,0,0
"BALE009","2018-01-07 06:00:00",-0.98,-0.98,-0.98,94.4,94.4,94.4,0,0
"BALE009","2018-01-07 07:00:00",-0.93,-0.93,-0.93,90.1,90.1,90.1,0.013,0
"BALE009","2018-01-07 08:00:00",1.15,1.15,1.15,71.61,71.61,71.61,0.187,0
"BALE009","2018-01-07 09:00:00",3.16,3.16,3.16,68.73,68.73,68.73,0.416,0
"BALE009","2018-01-07 10:00:00",5.23,5.23,5.23,59.54,59.54,59.54,0.627,0
"BALE009","2018-01-07 11:00:00",6.75,6.75,6.75,56.74,56.74,56.74,0.794,0
"BALE009","2018-01-07 12:00:00",7.39,7.39,7.39,66.44,66.44,66.44,0.903,0
"BALE009","2018-01-07 13:00:00",6.94,6.94,6.94,64.18,64.18,64.18,0.768,0
"BALE009","2018-01-07 14:00:00",6.95,6.95,6.95,62.1,62.1,62.1,0.655,0
"BALE009","2018-01-07 15:00:00",7,7,7,57.57,57.57,57.57,0.53,0
"BALE009","2018-01-07 16:00:00",6.94,6.94,6.94,59.78,59.78,59.78,0.447,0
"BALE009","2018-01-07 17:00:00",5.88,5.88,5.88,70.61,70.61,70.61,0.279,0
"BALE009","2018-01-07 18:00:00",3.88,3.88,3.88,78.79,78.79,78.79,0.09,0
"BALE009","2018-01-07 19:00:00",1.3,1.3,1.3,86.1,86.1,86.1,0.003,0
"BALE009","2018-01-07 20:00:00",1.14,1.14,1.14,83.4,83.4,83.4,0,0
"BALE009","2018-01-07 21:00:00",0.75,0.75,0.75,89,89,89,0,0
"BALE009","2018-01-07 22:00:00",0.42,0.42,0.42,90,90,90,0,0
"BALE009","2018-01-07 23:00:00",0.95,0.95,0.95,92.3,92.3,92.3,0,0
"BALE009","2018-01-08 00:00:00",0.76,0.76,0.76,91.4,91.4,91.4,0,0
"BALE009","2018-01-08 01:00:00",0.3,0.3,0.3,91.5,91.5,91.5,0,0
"BALE009","2018-01-08 02:00:00",-0.15,-0.15,-0.15,98.2,98.2,98.2,0,0
"BALE009","2018-01-08 03:00:00",-1.47,-1.47,-1.47,100,100,100,0,0
"BALE009","2018-01-08 04:00:00",-2.84,-2.84,-2.84,98.7,98.7,98.7,0,0
"BALE009","2018-01-08 05:00:00",-2.36,-2.36,-2.36,100,100,100,0,0
"BALE009","2018-01-08 06:00:00",-1.04,-1.04,-1.04,97.4,97.4,97.4,0,0
"BALE009","2018-01-08 07:00:00",-0.97,-0.97,-0.97,89.6,89.6,89.6,0.014,0
"BALE009","2018-01-08 08:00:00",1.53,1.53,1.53,84.5,84.5,84.5,0.192,0
"BALE009","2018-01-08 09:00:00",3.77,3.77,3.77,65.28,65.28,65.28,0.412,0
"BALE009","2018-01-08 10:00:00",5.54,5.54,5.54,65.51,65.51,65.51,0.607,0
"BALE009","2018-01-08 11:00:00",6.69,6.69,6.69,67.5,67.5,67.5,0.524,0
"BALE009","2018-01-08 12:00:00",7.09,7.09,7.09,69.18,69.18,69.18,0.775,0
"BALE009","2018-01-08 13:00:00",5.99,5.99,5.99,67.9,67.9,67.9,0.544,0
"BALE009","2018-01-08 14:00:00",5.8,5.8,5.8,69.54,69.54,69.54,0.506,0
"BALE009","2018-01-08 15:00:00",5.7,5.7,5.7,68.87,68.87,68.87,0.388,0
"BALE009","2018-01-08 16:00:00",5.56,5.56,5.56,76.9,76.9,76.9,0.294,0
"BALE009","2018-01-08 17:00:00",4.7,4.7,4.7,73.3,73.3,73.3,0.171,0
"BALE009","2018-01-08 18:00:00",3.62,3.62,3.62,86.4,86.4,86.4,0.065,0
"BALE009","2018-01-08 19:00:00",1.25,1.25,1.25,93.6,93.6,93.6,0.002,0
"BALE009","2018-01-08 20:00:00",0.75,0.75,0.75,90.3,90.3,90.3,0,0
"BALE009","2018-01-08 21:00:00",0.35,0.35,0.35,89.4,89.4,89.4,0,0
"BALE009","2018-01-08 22:00:00",1.6,1.6,1.6,87.2,87.2,87.2,0,0
"BALE009","2018-01-08 23:00:00",1.87,1.87,1.87,89.2,89.2,89.2,0,0
"BALE009","2018-01-09 00:00:00",1.43,1.43,1.43,92.6,92.6,92.6,0,0
"BALE009","2018-01-09 01:00:00",0.34,0.34,0.34,97.4,97.4,97.4,0,0
"BALE009","2018-01-09 02:00:00",-0.11,-0.11,-0.11,98.9,98.9,98.9,0,0
"BALE009","2018-01-09 03:00:00",-0.24,-0.24,-0.24,94.3,94.3,94.3,0,0
"BALE009","2018-01-09 04:00:00",-0.41,-0.41,-0.41,95.2,95.2,95.2,0,0
"BALE009","2018-01-09 05:00:00",-0.11,-0.11,-0.11,98.4,98.4,98.4,0,0
"BALE009","2018-01-09 06:00:00",-0.53,-0.53,-0.53,100,100,100,0,0
"BALE009","2018-01-09 07:00:00",-0.82,-0.82,-0.82,98.5,98.5,98.5,0.013,0
"BALE009","2018-01-09 08:00:00",1.39,1.39,1.39,86.9,86.9,86.9,0.188,0
"BALE009","2018-01-09 09:00:00",3.78,3.78,3.78,71.25,71.25,71.25,0.378,0
"BALE009","2018-01-09 10:00:00",5.3,5.3,5.3,68.58,68.58,68.58,0.379,0
"BALE009","2018-01-09 11:00:00",5.42,5.42,5.42,69.85,69.85,69.85,0.288,0
"BALE009","2018-01-09 12:00:00",5.4,5.4,5.4,73.68,73.68,73.68,0.294,0
"BALE009","2018-01-09 13:00:00",4.92,4.92,4.92,78.33,78.33,78.33,0.241,0
"BALE009","2018-01-09 14:00:00",6.07,6.07,6.07,77.26,77.26,77.26,0.421,0
"BALE009","2018-01-09 15:00:00",5.31,5.31,5.31,80.19,80.19,80.19,0.213,0
"BALE009","2018-01-09 16:00:00",5.12,5.12,5.12,81,81,81,0.172,0
"BALE009","2018-01-09 17:00:00",4.66,4.66,4.66,82.9,82.9,82.9,0.115,0
"BALE009","2018-01-09 18:00:00",4.16,4.16,4.16,85.7,85.7,85.7,0.042,0
"BALE009","2018-01-09 19:00:00",3.08,3.08,3.08,92.7,92.7,92.7,0.001,0
"BALE009","2018-01-09 20:00:00",2.58,2.58,2.58,93.4,93.4,93.4,0,0
"BALE009","2018-01-09 21:00:00",2.28,2.28,2.28,93.1,93.1,93.1,0,0
"BALE009","2018-01-09 22:00:00",2.45,2.45,2.45,95.1,95.1,95.1,0,0
"BALE009","2018-01-09 23:00:00",1.88,1.88,1.88,98.5,98.5,98.5,0,0
"BALE009","2018-01-10 00:00:00",0.49,0.49,0.49,98.7,98.7,98.7,0,0
"BALE009","2018-01-10 01:00:00",0.93,0.93,0.93,98.7,98.7,98.7,0,0
"BALE009","2018-01-10 02:00:00",1.03,1.03,1.03,97,97,97,0,0
"BALE009","2018-01-10 03:00:00",0.55,0.55,0.55,99.1,99.1,99.1,0,0
"BALE009","2018-01-10 04:00:00",0.58,0.58,0.58,98.4,98.4,98.4,0,0
"BALE009","2018-01-10 05:00:00",0.11,0.11,0.11,100,100,100,0,0
"BALE009","2018-01-10 06:00:00",0.08,0.08,0.08,99.1,99.1,99.1,0,0
"BALE009","2018-01-10 07:00:00",-0.53,-0.53,-0.53,99.8,99.8,99.8,0.015,0
"BALE009","2018-01-10 08:00:00",1.29,1.29,1.29,87.4,87.4,87.4,0.184,0
"BALE009","2018-01-10 09:00:00",3.94,3.94,3.94,77.37,77.37,77.37,0.401,0
"BALE009","2018-01-10 10:00:00",5.29,5.29,5.29,64.86,64.86,64.86,0.457,0
"BALE009","2018-01-10 11:00:00",6.8,6.8,6.8,66.62,66.62,66.62,0.561,0
"BALE009","2018-01-10 12:00:00",4.88,4.88,4.88,81.1,81.1,81.1,0.211,0
"BALE009","2018-01-10 13:00:00",4.34,4.34,4.34,90.6,90.6,90.6,0.248,0
"BALE009","2018-01-10 14:00:00",4.05,4.05,4.05,84.6,84.6,84.6,0.394,0.2
"BALE009","2018-01-10 15:00:00",5.85,5.85,5.85,77.49,77.49,77.49,0.494,0
"BALE009","2018-01-10 16:00:00",5.18,5.18,5.18,81.1,81.1,81.1,0.181,0
"BALE009","2018-01-10 17:00:00",6.11,6.11,6.11,80.8,80.8,80.8,0.262,0
"BALE009","2018-01-10 18:00:00",4.67,4.67,4.67,86.7,86.7,86.7,0.077,0
"BALE009","2018-01-10 19:00:00",2.75,2.75,2.75,94,94,94,0.004,0
"BALE009","2018-01-10 20:00:00",2.29,2.29,2.29,98.9,98.9,98.9,0,0
"BALE009","2018-01-10 21:00:00",2.09,2.09,2.09,99.3,99.3,99.3,0,0
"BALE009","2018-01-10 22:00:00",1.97,1.97,1.97,100,100,100,0,0
"BALE009","2018-01-10 23:00:00",1.06,1.06,1.06,100,100,100,0,0
"BALE009","2018-01-11 00:00:00",-0.02,-0.02,-0.02,99.3,99.3,99.3,0,0
"BALE009","2018-01-11 01:00:00",0.35,0.35,0.35,97.9,97.9,97.9,0,0
"BALE009","2018-01-11 02:00:00",0.2,0.2,0.2,95.4,95.4,95.4,0,0
"BALE009","2018-01-11 03:00:00",-1.05,-1.05,-1.05,99.3,99.3,99.3,0,0
"BALE009","2018-01-11 04:00:00",-0.67,-0.67,-0.67,100,100,100,0,0
"BALE009","2018-01-11 05:00:00",-1.53,-1.53,-1.53,97.5,97.5,97.5,0,0
"BALE009","2018-01-11 06:00:00",-0.29,-0.29,-0.29,93.7,93.7,93.7,0,0
"BALE009","2018-01-11 07:00:00",-0.66,-0.66,-0.66,81.19,81.19,81.19,0.012,0
"BALE009","2018-01-11 08:00:00",2.32,2.32,2.32,66,66,66,0.172,0
"BALE009","2018-01-11 09:00:00",5.84,5.84,5.84,53.23,53.23,53.23,0.403,0
"BALE009","2018-01-11 10:00:00",6.82,6.82,6.82,63.82,63.82,63.82,0.446,0
"BALE009","2018-01-11 11:00:00",6.36,6.36,6.36,76.48,76.48,76.48,0.227,0
"BALE009","2018-01-11 12:00:00",6.89,6.89,6.89,73.29,73.29,73.29,0.433,0
"BALE009","2018-01-11 13:00:00",6.42,6.42,6.42,82.5,82.5,82.5,0.347,0
"BALE009","2018-01-11 14:00:00",7.11,7.11,7.11,81,81,81,0.554,0
"BALE009","2018-01-11 15:00:00",6.37,6.37,6.37,83.1,83.1,83.1,0.355,0
"BALE009","2018-01-11 16:00:00",6.16,6.16,6.16,81,81,81,0.264,0
"BALE009","2018-01-11 17:00:00",6.63,6.63,6.63,83.8,83.8,83.8,0.358,0
"BALE009","2018-01-11 18:00:00",5.26,5.26,5.26,90.9,90.9,90.9,0.119,0
"BALE009","2018-01-11 19:00:00",3.9,3.9,3.9,96.8,96.8,96.8,0.003,0
"BALE009","2018-01-11 20:00:00",3.12,3.12,3.12,100,100,100,0,0
"BALE009","2018-01-11 21:00:00",2.44,2.44,2.44,98.8,98.8,98.8,0,0
"BALE009","2018-01-11 22:00:00",2.36,2.36,2.36,100,100,100,0,0
"BALE009","2018-01-11 23:00:00",1.81,1.81,1.81,100,100,100,0,0
"BALE009","2018-01-12 00:00:00",1.23,1.23,1.23,100,100,100,0,0
"BALE009","2018-01-12 01:00:00",0.96,0.96,0.96,100,100,100,0,0
"BALE009","2018-01-12 02:00:00",-0.47,-0.47,-0.47,100,100,100,0,0
"BALE009","2018-01-12 03:00:00",-0.54,-0.54,-0.54,100,100,100,0,0
"BALE009","2018-01-12 04:00:00",0.57,0.57,0.57,92,92,92,0,0
"BALE009","2018-01-12 05:00:00",1.21,1.21,1.21,87.8,87.8,87.8,0,0
"BALE009","2018-01-12 06:00:00",1.26,1.26,1.26,90.4,90.4,90.4,0,0
"BALE009","2018-01-12 07:00:00",1.37,1.37,1.37,90.3,90.3,90.3,0.016,0
"BALE009","2018-01-12 08:00:00",2.51,2.51,2.51,88.1,88.1,88.1,0.193,0
"BALE009","2018-01-12 09:00:00",4.25,4.25,4.25,74.42,74.42,74.42,0.428,0
"BALE009","2018-01-12 10:00:00",5.89,5.89,5.89,60.02,60.02,60.02,0.615,0
"BALE009","2018-01-12 11:00:00",6.91,6.91,6.91,64.33,64.33,64.33,0.781,0
"BALE009","2018-01-12 12:00:00",7.67,7.67,7.67,46.15,46.15,46.15,0.897,0
"BALE009","2018-01-12 13:00:00",8.12,8.12,8.12,52.51,52.51,52.51,0.944,0
"BALE009","2018-01-12 14:00:00",7.79,7.79,7.79,63.53,63.53,63.53,0.733,0
"BALE009","2018-01-12 15:00:00",7.32,7.32,7.32,58.95,58.95,58.95,0.653,0
"BALE009","2018-01-12 16:00:00",6.44,6.44,6.44,65.87,65.87,65.87,0.352,0
"BALE009","2018-01-12 17:00:00",6.47,6.47,6.47,59.34,59.34,59.34,0.361,0
"BALE009","2018-01-12 18:00:00",4.59,4.59,4.59,82.5,82.5,82.5,0.143,0
"BALE009","2018-01-12 19:00:00",2.37,2.37,2.37,91.6,91.6,91.6,0.007,0
"BALE009","2018-01-12 20:00:00",1.6,1.6,1.6,93.5,93.5,93.5,0,0
"BALE009","2018-01-12 21:00:00",0.91,0.91,0.91,98.9,98.9,98.9,0,0
"BALE009","2018-01-12 22:00:00",-0.22,-0.22,-0.22,99.5,99.5,99.5,0,0
