"plot","datetime","Ta_200","Ta_200_min","Ta_200_max","rH_200","rH_200_min","rH_200_max","SWDR_200","P_RT_NRT"
"BALE005","2018-01-03 04:00:00",4.14,4.14,4.14,62.68,62.68,62.68,0,0
"BALE005","2018-01-03 05:00:00",4.42,4.42,4.42,63.84,63.84,63.84,0,0
"BALE005","2018-01-03 06:00:00",4.86,4.86,4.86,55.81,55.81,55.81,0,0
"BALE005","2018-01-03 07:00:00",5.46,5.46,5.46,55.62,55.62,55.62,0.005,0
"BALE005","2018-01-03 08:00:00",5.06,5.06,5.06,58.02,58.02,58.02,0.09,0
"BALE005","2018-01-03 09:00:00",6.41,6.41,6.41,60.88,60.88,60.88,0.385,0
"BALE005","2018-01-03 10:00:00",7.96,7.96,7.96,52.78,52.78,52.78,0.59,0
"BALE005","2018-01-03 11:00:00",9.07,9.07,9.07,53.88,53.88,53.88,0.653,0
"BALE005","2018-01-03 12:00:00",11.23,11.23,11.23,40.31,40.31,40.31,0.864,0
"BALE005","2018-01-03 13:00:00",11.19,11.19,11.19,36.06,36.06,36.06,0.909,0
"BALE005","2018-01-03 14:00:00",12.39,12.39,12.39,34.81,34.81,34.81,0.866,0
"BALE005","2018-01-03 15:00:00",13.33,13.33,13.33,34.2,34.2,34.2,0.753,0
"BALE005","2018-01-03 16:00:00",13.02,13.02,13.02,39.47,39.47,39.47,0.549,0
"BALE005","2018-01-03 17:00:00",13.25,13.25,13.25,38.29,38.29,38.29,0.433,0
"BALE005","2018-01-03 18:00:00",10.29,10.29,10.29,50.58,50.58,50.58,0.152,0
"BALE005","2018-01-03 19:00:00",7.33,7.33,7.33,56.2,56.2,56.2,0.002,0
"BALE005","2018-01-03 20:00:00",6.08,6.08,6.08,57.82,57.82,57.82,0,0
"BALE005","2018-01-03 21:00:00",5.48,5.48,5.48,61.35,61.35,61.35,0,0
"BALE005","2018-01-03 22:00:00",5.24,5.24,5.24,63.05,63.05,63.05,0,0
"BALE005","2018-01-03 23:00:00",5.21,5.21,5.21,65.14,65.14,65.14,0,0
"BALE005","2018-01-04 00:00:00",4.94,4.94,4.94,67.6,67.6,67.6,0,0
"BALE005","2018-01-04 01:00:00",4.48,4.48,4.48,72.43,72.43,72.43,0,0
"BALE005","2018-01-04 02:00:00",4.17,4.17,4.17,74.28,74.28,74.28,0,0
"BALE005","2018-01-04 03:00:00",4.28,4.28,4.28,67.91,67.91,67.91,0,0
"BALE005","2018-01-04 04:00:00",4.35,4.35,4.35,71.57,71.57,71.57,0,0
"BALE005","2018-01-04 05:00:00",4.05,4.05,4.05,71.01,71.01,71.01,0,0
"BALE005","2018-01-04 06:00:00",3.83,3.83,3.83,71.15,71.15,71.15,0,0
"BALE005","2018-01-04 07:00:00",3.61,3.61,3.61,72.47,72.47,72.47,0.009,0
"BALE005","2018-01-04 08:00:00",5.56,5.56,5.56,63.64,63.64,63.64,0.144,0
"BALE005","2018-01-04 09:00:00",6.79,6.79,6.79,66.42,66.42,66.42,0.323,0
"BALE005","2018-01-04 10:00:00",7.93,7.93,7.93,61.68,61.68,61.68,0.517,0
"BALE005","2018-01-04 11:00:00",7.87,7.87,7.87,63.79,63.79,63.79,0.315,0
"BALE005","2018-01-04 12:00:00",9.16,9.16,9.16,45.16,45.16,45.16,0.438,0
"BALE005","2018-01-04 13:00:00",10.62,10.62,10.62,47.62,47.62,47.62,0.689,0
"BALE005","2018-01-04 14:00:00",11.35,11.35,11.35,44.19,44.19,44.19,0.771,0
"BALE005","2018-01-04 15:00:00",12.32,12.32,12.32,44.69,44.69,44.69,0.721,0
"BALE005","2018-01-04 16:00:00",10.14,10.14,10.14,53.17,53.17,53.17,0.177,0
"BALE005","2018-01-04 17:00:00",9.64,9.64,9.64,52.98,52.98,52.98,0.083,0
"BALE005","2018-01-04 18:00:00",9.59,9.59,9.59,56.09,56.09,56.09,0.069,0
"BALE005","2018-01-04 19:00:00",7.74,7.74,7.74,60.17,60.17,60.17,0.005,0
"BALE005","2018-01-04 20:00:00",6.25,6.25,6.25,62.57,62.57,62.57,0,0
"BALE005","2018-01-04 21:00:00",6.01,6.01,6.01,63.58,63.58,63.58,0,0
"BALE005","2018-01-04 22:00:00",5.99,5.99,5.99,62.94,62.94,62.94,0,0
"BALE005","2018-01-04 23:00:00",5.92,5.92,5.92,65.85,65.85,65.85,0,0
"BALE005","2018-01-05 00:00:00",5.46,5.46,5.46,66.37,66.37,66.37,0,0
"BALE005","2018-01-05 01:00:00",4.95,4.95,4.95,70.04,70.04,70.04,0,0
"BALE005","2018-01-05 02:00:00",4.91,4.91,4.91,75.18,75.18,75.18,0,0
"BALE005","2018-01-05 03:00:00",4.1,4.1,4.1,77.94,77.94,77.94,0,0
"BALE005","2018-01-05 04:00:00",4.2,4.2,4.2,77.53,77.53,77.53,0,0
"BALE005","2018-01-05 05:00:00",4.05,4.05,4.05,78.56,78.56,78.56,0,0
"BALE005","2018-01-05 06:00:00",4,4,4,78.32,78.32,78.32,0,0
"BALE005","2018-01-05 07:00:00",4.01,4.01,4.01,79.5,79.5,79.5,0.008,0
"BALE005","2018-01-05 08:00:00",4.46,4.46,4.46,71.26,71.26,71.26,0.075,0
"BALE005","2018-01-05 09:00:00",6.05,6.05,6.05,74.19,74.19,74.19,0.161,0
"BALE005","2018-01-05 10:00:00",6.66,6.66,6.66,69.66,69.66,69.66,0.284,0
"BALE005","2018-01-05 11:00:00",8.27,8.27,8.27,64.66,64.66,64.66,0.504,0
"BALE005","2018-01-05 12:00:00",9.07,9.07,9.07,56.74,56.74,56.74,0.462,0
"BALE005","2018-01-05 13:00:00",9.83,9.83,9.83,55.85,55.85,55.85,0.393,0
"BALE005","2018-01-05 14:00:00",9.68,9.68,9.68,54.25,54.25,54.25,0.345,0
"BALE005","2018-01-05 15:00:00",9.89,9.89,9.89,56.85,56.85,56.85,0.297,0
"BALE005","2018-01-05 16:00:00",9.66,9.66,9.66,53.65,53.65,53.65,0.211,0
"BALE005","2018-01-05 17:00:00",9.21,9.21,9.21,55.5,55.5,55.5,0.111,0
"BALE005","2018-01-05 18:00:00",8.55,8.55,8.55,62.66,62.66,62.66,0.069,0
"BALE005","2018-01-05 19:00:00",6.44,6.44,6.44,61.54,61.54,61.54,0.003,0
"BALE005","2018-01-05 20:00:00",5.38,5.38,5.38,61.17,61.17,61.17,0,0
"BALE005","2018-01-05 21:00:00",5.21,5.21,5.21,59.23,59.23,59.23,0,0
"BALE005","2018-01-05 22:00:00",5.19,5.19,5.19,62.43,62.43,62.43,0,0
"BALE005","2018-01-05 23:00:00",4.73,4.73,4.73,64.24,64.24,64.24,0,0
"BALE005","2018-01-06 00:00:00",4.51,4.51,4.51,64.51,64.51,64.51,0,0
"BALE005","2018-01-06 01:00:00",4.43,4.43,4.43,64.47,64.47,64.47,0,0
"BALE005","2018-01-06 02:00:00",4.38,4.38,4.38,64.49,64.49,64.49,0,0
"BALE005","2018-01-06 03:00:00",3.84,3.84,3.84,69.62,69.62,69.62,0,0
"BALE005","2018-01-06 04:00:00",3.07,3.07,3.07,72.87,72.87,72.87,0,0
"BALE005","2018-01-06 05:00:00",2.94,2.94,2.94,72.5,72.5,72.5,0,0
"BALE005","2018-01-06 06:00:00",3.18,3.18,3.18,68.58,68.58,68.58,0,0
"BALE005","2018-01-06 07:00:00",3.51,3.51,3.51,64.51,64.51,64.51,0.009,0
"BALE005","2018-01-06 08:00:00",6.48,6.48,6.48,52.45,52.45,52.45,0.146,0
"BALE005","2018-01-06 09:00:00",7.85,7.85,7.85,57.36,57.36,57.36,0.387,0
"BALE005","2018-01-06 10:00:00",7.43,7.43,7.43,60.31,60.31,60.31,0.544,0
"BALE005","2018-01-06 11:00:00",8.17,8.17,8.17,58.98,58.98,58.98,0.683,0
"BALE005","2018-01-06 12:00:00",8.91,8.91,8.91,54.08,54.08,54.08,0.713,0
"BALE005","2018-01-06 13:00:00",10,10,10,48.23,48.23,48.23,0.662,0
"BALE005","2018-01-06 14:00:00",11,11,11,47.52,47.52,47.52,0.651,0
"BALE005","2018-01-06 15:00:00",11.62,11.62,11.62,41.8,41.8,41.8,0.731,0
"BALE005","2018-01-06 16:00:00",12.13,12.13,12.13,47.64,47.64,47.64,0.524,0
"BALE005","2018-01-06 17:00:00",9.84,9.84,9.84,48.33,48.33,48.33,0.154,0
"BALE005","2018-01-06 18:00:00",8.87,8.87,8.87,53.27,53.27,53.27,0.03,0
"BALE005","2018-01-06 19:00:00",7.31,7.31,7.31,59.05,59.05,59.05,0.001,0
"BALE005","2018-01-06 20:00:00",6.27,6.27,6.27,63.37,63.37,63.37,0,0
"BALE005","2018-01-06 21:00:00",5.35,5.35,5.35,68.08,68.08,68.08,0,0
"BALE005","2018-01-06 22:00:00",5.21,5.21,5.21,70.33,70.33,70.33,0,0
"BALE005","2018-01-06 23:00:00",4.93,4.93,4.93,73.78,73.78,73.78,0,0
"BALE005","2018-01-07 00:00:00",4.29,4.29,4.29,79.83,79.83,79.83,0,0
"BALE005","2018-01-07 01:00:00",3.97,3.97,3.97,83,83,83,0,0
"BALE005","2018-01-07 02:00:00",4.01,4.01,4.01,78.53,78.53,78.53,0,0
"BALE005","2018-01-07 03:00:00",4.21,4.21,4.21,76.86,76.86,76.86,0,0
"BALE005","2018-01-07 04:00:00",3.37,3.37,3.37,83.5,83.5,83.5,0,0
"BALE005","2018-01-07 05:00:00",3.44,3.44,3.44,82.1,82.1,82.1,0,0
"BALE005","2018-01-07 06:00:00",3.04,3.04,3.04,87.3,87.3,87.3,0,0
"BALE005","2018-01-07 07:00:00",3.05,3.05,3.05,80.1,80.1,80.1,0.007,0
"BALE005","2018-01-07 08:00:00",5.17,5.17,5.17,70.18,70.18,70.18,0.146,0
"BALE005","2018-01-07 09:00:00",7.85,7.85,7.85,59.21,59.21,59.21,0.386,0
"BALE005","2018-01-07 10:00:00",8.52,8.52,8.52,49.55,49.55,49.55,0.531,0
"BALE005","2018-01-07 11:00:00",8.63,8.63,8.63,60.92,60.92,60.92,0.6,0
"BALE005","2018-01-07 12:00:00",10.09,10.09,10.09,53.34,53.34,53.34,0.736,0
"BALE005","2018-01-07 13:00:00",10.92,10.92,10.92,46.73,46.73,46.73,0.852,0
"BALE005","2018-01-07 14:00:00",11.67,11.67,11.67,41.71,41.71,41.71,0.8,0
"BALE005","2018-01-07 15:00:00",12.05,12.05,12.05,49.08,49.08,49.08,0.327,0
"BALE005","2018-01-07 16:00:00",10.59,10.59,10.59,51.37,51.37,51.37,0.147,0
"BALE005","2018-01-07 17:00:00",9.7,9.7,9.7,53.8,53.8,53.8,0.082,0
"BALE005","2018-01-07 18:00:00",8.52,8.52,8.52,55.48,55.48,55.48,0.032,0
"BALE005","2018-01-07 19:00:00",7.35,7.35,7.35,65.31,65.31,65.31,0.002,0
"BALE005","2018-01-07 20:00:00",5.74,5.74,5.74,73.62,73.62,73.62,0,0
"BALE005","2018-01-07 21:00:00",5.19,5.19,5.19,75.89,75.89,75.89,0,0
"BALE005","2018-01-07 22:00:00",5.05,5.05,5.05,78.3,78.3,78.3,0,0
"BALE005","2018-01-07 23:00:00",4.76,4.76,4.76,81,81,81,0,0
"BALE005","2018-01-08 00:00:00",4.14,4.14,4.14,88.2,88.2,88.2,0,0
"BALE005","2018-01-08 01:00:00",3.7,3.7,3.7,82.8,82.8,82.8,0,0
"BALE005","2018-01-08 02:00:00",3.78,3.78,3.78,82.3,82.3,82.3,0,0
"BALE005","2018-01-08 03:00:00",3.67,3.67,3.67,83.4,83.4,83.4,0,0
"BALE005","2018-01-08 04:00:00",3.35,3.35,3.35,84.3,84.3,84.3,0,0
"BALE005","2018-01-08 05:00:00",3.24,3.24,3.24,85.4,85.4,85.4,0,0
"BALE005","2018-01-08 06:00:00",3.38,3.38,3.38,86.4,86.4,86.4,0,0
"BALE005","2018-01-08 07:00:00",3.38,3.38,3.38,86.9,86.9,86.9,0.007,0
"BALE005","2018-01-08 08:00:00",5.42,5.42,5.42,69.01,69.01,69.01,0.138,0
"BALE005","2018-01-08 09:00:00",7.7,7.7,7.7,67.43,67.43,67.43,0.375,0
"BALE005","2018-01-08 10:00:00",8.39,8.39,8.39,66.23,66.23,66.23,0.541,0
"BALE005","2018-01-08 11:00:00",8.43,8.43,8.43,65.94,65.94,65.94,0.411,0
"BALE005","2018-01-08 12:00:00",9.12,9.12,9.12,63.18,63.18,63.18,0.656,0
"BALE005","2018-01-08 13:00:00",8.84,8.84,8.84,58.71,58.71,58.71,0.197,0
"BALE005","2018-01-08 14:00:00",8.85,8.85,8.85,59.68,59.68,59.68,0.184,0
"BALE005","2018-01-08 15:00:00",8.49,8.49,8.49,62.35,62.35,62.35,0.137,0
"BALE005","2018-01-08 16:00:00",8.7,8.7,8.7,60.25,60.25,60.25,0.139,0
"BALE005","2018-01-08 17:00:00",8.78,8.78,8.78,62.46,62.46,62.46,0.141,0
"BALE005","2018-01-08 18:00:00",7.78,7.78,7.78,65.64,65.64,65.64,0.038,0
"BALE005","2018-01-08 19:00:00",6.72,6.72,6.72,68.35,68.35,68.35,0.003,0
"BALE005","2018-01-08 20:00:00",6.4,6.4,6.4,71.33,71.33,71.33,0,0
"BALE005","2018-01-08 21:00:00",6.01,6.01,6.01,73.58,73.58,73.58,0,0
"BALE005","2018-01-08 22:00:00",5.57,5.57,5.57,75.62,75.62,75.62,0,0
"BALE005","2018-01-08 23:00:00",5.25,5.25,5.25,78.23,78.23,78.23,0,0
"BALE005","2018-01-09 00:00:00",5,5,5,77.79,77.79,77.79,0,0
"BALE005","2018-01-09 01:00:00",4.84,4.84,4.84,78.24,78.24,78.24,0,0
"BALE005","2018-01-09 02:00:00",4.77,4.77,4.77,77.01,77.01,77.01,0,0
"BALE005","2018-01-09 03:00:00",4.56,4.56,4.56,79.29,79.29,79.29,0,0
"BALE005","2018-01-09 04:00:00",3.98,3.98,3.98,93,93,93,0,0
"BALE005","2018-01-09 05:00:00",3.76,3.76,3.76,93.7,93.7,93.7,0,0
"BALE005","2018-01-09 06:00:00",3.67,3.67,3.67,98.8,98.8,98.8,0,0
"BALE005","2018-01-09 07:00:00",3.43,3.43,3.43,99.2,99.2,99.2,0.003,0
"BALE005","2018-01-09 08:00:00",3.18,3.18,3.18,99.9,99.9,99.9,0.037,0
"BALE005","2018-01-09 09:00:00",5.06,5.06,5.06,82.7,82.7,82.7,0.228,0
"BALE005","2018-01-09 10:00:00",6.45,6.45,6.45,81.6,81.6,81.6,0.288,0
"BALE005","2018-01-09 11:00:00",7.12,7.12,7.12,72.83,72.83,72.83,0.457,0
"BALE005","2018-01-09 12:00:00",7.58,7.58,7.58,68.89,68.89,68.89,0.361,0
"BALE005","2018-01-09 13:00:00",9.43,9.43,9.43,58.33,58.33,58.33,0.625,0
"BALE005","2018-01-09 14:00:00",9.39,9.39,9.39,59.49,59.49,59.49,0.233,0
"BALE005","2018-01-09 15:00:00",9.12,9.12,9.12,57.94,57.94,57.94,0.149,0
"BALE005","2018-01-09 16:00:00",9.17,9.17,9.17,57.41,57.41,57.41,0.091,0
"BALE005","2018-01-09 17:00:00",8.5,8.5,8.5,67.3,67.3,67.3,0.059,0
"BALE005","2018-01-09 18:00:00",7.58,7.58,7.58,71.18,71.18,71.18,0.013,0
"BALE005","2018-01-09 19:00:00",5.97,5.97,5.97,95.6,95.6,95.6,0,0.4
"BALE005","2018-01-09 20:00:00",5.12,5.12,5.12,97.9,97.9,97.9,0,0.2
"BALE005","2018-01-09 21:00:00",4.96,4.96,4.96,99,99,99,0,1
"BALE005","2018-01-09 22:00:00",4.78,4.78,4.78,89.1,89.1,89.1,0,0.6
"BALE005","2018-01-09 23:00:00",5.06,5.06,5.06,92.3,92.3,92.3,0,0
"BALE005","2018-01-10 00:00:00",5,5,5,99.4,99.4,99.4,0,0
"BALE005","2018-01-10 01:00:00",4.7,4.7,4.7,96.1,96.1,96.1,0,0.6
"BALE005","2018-01-10 02:00:00",3.85,3.85,3.85,99.3,99.3,99.3,0,2.8
"BALE005","2018-01-10 03:00:00",4.05,4.05,4.05,98.5,98.5,98.5,0,0.8
"BALE005","2018-01-10 04:00:00",4.26,4.26,4.26,100,100,100,0,0
"BALE005","2018-01-10 05:00:00",4.21,4.21,4.21,100,100,100,0,0
"BALE005","2018-01-10 06:00:00",4.18,4.18,4.18,100,100,100,0,0
"BALE005","2018-01-10 07:00:00",4.15,4.15,4.15,100,100,100,0.004,0
"BALE005","2018-01-10 08:00:00",3.93,3.93,3.93,100,100,100,0.033,0
"BALE005","2018-01-10 09:00:00",4.46,4.46,4.46,100,100,100,0.228,0
"BALE005","2018-01-10 10:00:00",6.43,6.43,6.43,86.9,86.9,86.9,0.566,0
"BALE005","2018-01-10 11:00:00",7.1,7.1,7.1,80.6,80.6,80.6,0.39,0
"BALE005","2018-01-10 12:00:00",8.05,8.05,8.05,77.39,77.39,77.39,0.448,0
"BALE005","2018-01-10 13:00:00",8.74,8.74,8.74,73.94,73.94,73.94,0.428,0
"BALE005","2018-01-10 14:00:00",9.53,9.53,9.53,73.19,73.19,73.19,0.365,0
"BALE005","2018-01-10 15:00:00",7.81,7.81,7.81,77.06,77.06,77.06,0.135,0
"BALE005","2018-01-10 16:00:00",7.78,7.78,7.78,78.61,78.61,78.61,0.108,0
"BALE005","2018-01-10 17:00:00",8.33,8.33,8.33,71.08,71.08,71.08,0.108,0
"BALE005","2018-01-10 18:00:00",8.64,8.64,8.64,76.16,76.16,76.16,0.093,0
"BALE005","2018-01-10 19:00:00",6.73,6.73,6.73,83.1,83.1,83.1,0.011,0
"BALE005","2018-01-10 20:00:00",6.24,6.24,6.24,79.73,79.73,79.73,0,0
"BALE005","2018-01-10 21:00:00",5.96,5.96,5.96,90.5,90.5,90.5,0,0
"BALE005","2018-01-10 22:00:00",4.87,4.87,4.87,93.2,93.2,93.2,0,0
"BALE005","2018-01-10 23:00:00",5.14,5.14,5.14,88.5,88.5,88.5,0,0
"BALE005","2018-01-11 00:00:00",5.57,5.57,5.57,89.6,89.6,89.6,0,0
"BALE005","2018-01-11 01:00:00",5.07,5.07,5.07,88.9,88.9,88.9,0,0
"BALE005","2018-01-11 02:00:00",4.83,4.83,4.83,89.7,89.7,89.7,0,0
"BALE005","2018-01-11 03:00:00",4.3,4.3,4.3,96.7,96.7,96.7,0,0
"BALE005","2018-01-11 04:00:00",3.97,3.97,3.97,98.1,98.1,98.1,0,0
"BALE005","2018-01-11 05:00:00",4.01,4.01,4.01,94.9,94.9,94.9,0,0
"BALE005","2018-01-11 06:00:00",4.08,4.08,4.08,95.9,95.9,95.9,0,0
"BALE005","2018-01-11 07:00:00",3.75,3.75,3.75,98.3,98.3,98.3,0.004,0
"BALE005","2018-01-11 08:00:00",5.48,5.48,5.48,87,87,87,0.136,0
"BALE005","2018-01-11 09:00:00",7.75,7.75,7.75,74.39,74.39,74.39,0.363,0
"BALE005","2018-01-11 10:00:00",8.96,8.96,8.96,73.75,73.75,73.75,0.555,0
"BALE005","2018-01-11 11:00:00",9.55,9.55,9.55,58.49,58.49,58.49,0.743,0
"BALE005","2018-01-11 12:00:00",10.06,10.06,10.06,74.61,74.61,74.61,0.495,0
"BALE005","2018-01-11 13:00:00",9.72,9.72,9.72,66.08,66.08,66.08,0.382,0
"BALE005","2018-01-11 14:00:00",10.49,10.49,10.49,74.61,74.61,74.61,0.247,0
"BALE005","2018-01-11 15:00:00",9.22,9.22,9.22,74.01,74.01,74.01,0.121,0
"BALE005","2018-01-11 16:00:00",10.48,10.48,10.48,63.7,63.7,63.7,0.352,0
"BALE005","2018-01-11 17:00:00",10.18,10.18,10.18,70.21,70.21,70.21,0.223,0
"BALE005","2018-01-11 18:00:00",8.31,8.31,8.31,77.46,77.46,77.46,0.03,0
"BALE005","2018-01-11 19:00:00",7.22,7.22,7.22,83,83,83,0.002,0
"BALE005","2018-01-11 20:00:00",6.1,6.1,6.1,89.3,89.3,89.3,0,0
"BALE005","2018-01-11 21:00:00",5.75,5.75,5.75,93.3,93.3,93.3,0,0
"BALE005","2018-01-11 22:00:00",5.6,5.6,5.6,95.7,95.7,95.7,0,0
"BALE005","2018-01-11 23:00:00",5.24,5.24,5.24,95,95,95,0,0
"BALE005","2018-01-12 00:00:00",4.75,4.75,4.75,96.3,96.3,96.3,0,0
"BALE005","2018-01-12 01:00:00",5.32,5.32,5.32,90.3,90.3,90.3,0,0
"BALE005","2018-01-12 02:00:00",5,5,5,91.4,91.4,91.4,0,0
"BALE005","2018-01-12 03:00:00",4.02,4.02,4.02,99.5,99.5,99.5,0,0
"BALE005","2018-01-12 04:00:00",3.37,3.37,3.37,97.7,97.7,97.7,0,0
"BALE005","2018-01-12 05:00:00",4.01,4.01,4.01,98.1,98.1,98.1,0,0
"BALE005","2018-01-12 06:00:00",3.85,3.85,3.85,100,100,100,0,0
"BALE005","2018-01-12 07:00:00",3.96,3.96,3.96,100,100,100,0.005,0
"BALE005","2018-01-12 08:00:00",5.07,5.07,5.07,92.3,92.3,92.3,0.117,0
"BALE005","2018-01-12 09:00:00",6.66,6.66,6.66,84.2,84.2,84.2,0.326,0
"BALE005","2018-01-12 10:00:00",7.87,7.87,7.87,76.17,76.17,76.17,0.481,0
"BALE005","2018-01-12 11:00:00",9.14,9.14,9.14,71.37,71.37,71.37,0.652,0
"BALE005","2018-01-12 12:00:00",9.82,9.82,9.82,66.53,66.53,66.53,0.572,0
"BALE005","2018-01-12 13:00:00",10.12,10.12,10.12,66.06,66.06,66.06,0.484,0
"BALE005","2018-01-12 14:00:00",10.43,10.43,10.43,61.68,61.68,61.68,0.381,0
"BALE005","2018-01-12 15:00:00",10.36,10.36,10.36,58.45,58.45,58.45,0.265,0
"BALE005","2018-01-12 16:00:00",12.11,12.11,12.11,47.55,47.55,47.55,0.531,0
"BALE005","2018-01-12 17:00:00",11.45,11.45,11.45,55.92,55.92,55.92,0.369,0
"BALE005","2018-01-12 18:00:00",8.99,8.99,8.99,69.94,69.94,69.94,0.14,0
"BALE005","2018-01-12 19:00:00",6.24,6.24,6.24,81.5,81.5,81.5,0.006,0
"BALE005","2018-01-12 20:00:00",5.06,5.06,5.06,84.3,84.3,84.3,0,0
"BALE005","2018-01-12 21:00:00",4.3,4.3,4.3,83,83,83,0,0
"BALE005","2018-01-12 22:00:00",4.27,4.27,4.27,77.08,77.08,77.08,0,0
"BALE005","2018-01-12 23:00:00",4.24,4.24,4.24,70.35,70.35,70.35,0,0
"BALE005","2018-01-13 00:00:00",4.64,4.64,4.64,45.57,45.57,45.57,0,0
"BALE005","2018-01-13 01:00:00",4.69,4.69,4.69,47.29,47.29,47.29,0,0
"BALE005","2018-01-13 02:00:00",4.66,4.66,4.66,46.29,46.29,46.29,0,0
