"plot","datetime","Ta_200","Ta_200_min","Ta_200_max","rH_200","rH_200_min","rH_200_max","SWDR_200","P_RT_NRT"
"BALE007","2018-01-05 21:00:00",6.39,6.39,6.39,61.26,61.26,61.26,0,0
"BALE007","2018-01-05 22:00:00",7.12,7.12,7.12,59.65,59.65,59.65,0,0
"BALE007","2018-01-05 23:00:00",7.46,7.46,7.46,61.86,61.86,61.86,0,0
"BALE007","2018-01-06 00:00:00",5.04,5.04,5.04,72.43,72.43,72.43,0,0
"BALE007","2018-01-06 01:00:00",4.51,4.51,4.51,72.98,72.98,72.98,0,0
"BALE007","2018-01-06 02:00:00",2.93,2.93,2.93,72.75,72.75,72.75,0,0
"BALE007","2018-01-06 03:00:00",1.97,1.97,1.97,60.67,60.67,60.67,0,0
"BALE007","2018-01-06 04:00:00",1.68,1.68,1.68,78.23,78.23,78.23,0,0
"BALE007","2018-01-06 05:00:00",1.5,1.5,1.5,83,83,83,0,0
"BALE007","2018-01-06 06:00:00",1.17,1.17,1.17,77.99,77.99,77.99,0,0
"BALE007","2018-01-06 07:00:00",2.69,2.69,2.69,75.87,75.87,75.87,0.006,0
"BALE007","2018-01-06 08:00:00",5.68,5.68,5.68,58.03,58.03,58.03,0.145,0
"BALE007","2018-01-06 09:00:00",10.98,10.98,10.98,46.16,46.16,46.16,0.368,0
"BALE007","2018-01-06 10:00:00",12.59,12.59,12.59,44.17,44.17,44.17,0.582,0
"BALE007","2018-01-06 11:00:00",14.03,14.03,14.03,40.09,40.09,40.09,0.759,0
"BALE007","2018-01-06 12:00:00",15.22,15.22,15.22,37.25,37.25,37.25,0.877,0
"BALE007","2018-01-06 13:00:00",15.93,15.93,15.93,37.5,37.5,37.5,0.905,0
"BALE007","2018-01-06 14:00:00",17.15,17.15,17.15,33.45,33.45,33.45,0.856,0
"BALE007","2018-01-06 15:00:00",16.89,16.89,16.89,34.91,34.91,34.91,0.554,0
"BALE007","2018-01-06 16:00:00",15.39,15.39,15.39,40.34,40.34,40.34,0.255,0
"BALE007","2018-01-06 17:00:00",14.78,14.78,14.78,42.76,42.76,42.76,0.197,0
"BALE007","2018-01-06 18:00:00",12.84,12.84,12.84,47.15,47.15,47.15,0.048,0
"BALE007","2018-01-06 19:00:00",10.99,10.99,10.99,52.75,52.75,52.75,0.002,0
"BALE007","2018-01-06 20:00:00",10.08,10.08,10.08,57.72,57.72,57.72,0,0
"BALE007","2018-01-06 21:00:00",8.26,8.26,8.26,66.5,66.5,66.5,0,0
"BALE007","2018-01-06 22:00:00",6.67,6.67,6.67,63.63,63.63,63.63,0,0
"BALE007","2018-01-06 23:00:00",7.89,7.89,7.89,68.5,68.5,68.5,0,0
"BALE007","2018-01-07 00:00:00",6.55,6.55,6.55,76.37,76.37,76.37,0,0
"BALE007","2018-01-07 01:00:00",5.24,5.24,5.24,80.4,80.4,80.4,0,0
"BALE007","2018-01-07 02:00:00",3.83,3.83,3.83,81.5,81.5,81.5,0,0
"BALE007","2018-01-07 03:00:00",3.81,3.81,3.81,80.9,80.9,80.9,0,0
"BALE007","2018-01-07 04:00:00",4.36,4.36,4.36,77.76,77.76,77.76,0,0
"BALE007","2018-01-07 05:00:00",3.37,3.37,3.37,76.64,76.64,76.64,0,0
"BALE007","2018-01-07 06:00:00",3.31,3.31,3.31,81.8,81.8,81.8,0,0
"BALE007","2018-01-07 07:00:00",1.9,1.9,1.9,83.3,83.3,83.3,0.005,0
"BALE007","2018-01-07 08:00:00",5.83,5.83,5.83,59.52,59.52,59.52,0.145,0
"BALE007","2018-01-07 09:00:00",11.72,11.72,11.72,46.39,46.39,46.39,0.37,0
"BALE007","2018-01-07 10:00:00",13,13,13,48.42,48.42,48.42,0.583,0
"BALE007","2018-01-07 11:00:00",13.86,13.86,13.86,47.14,47.14,47.14,0.75,0
"BALE007","2018-01-07 12:00:00",15.11,15.11,15.11,44.57,44.57,44.57,0.858,0
"BALE007","2018-01-07 13:00:00",16.21,16.21,16.21,41,41,41,0.905,0
"BALE007","2018-01-07 14:00:00",17.04,17.04,17.04,35.2,35.2,35.2,0.873,0
"BALE007","2018-01-07 15:00:00",17.57,17.57,17.57,34.12,34.12,34.12,0.768,0
"BALE007","2018-01-07 16:00:00",17.45,17.45,17.45,40.58,40.58,40.58,0.521,0
"BALE007","2018-01-07 17:00:00",15.58,15.58,15.58,41.54,41.54,41.54,0.258,0
"BALE007","2018-01-07 18:00:00",13.31,13.31,13.31,47.23,47.23,47.23,0.06,0
"BALE007","2018-01-07 19:00:00",11.33,11.33,11.33,57.01,57.01,57.01,0.004,0
"BALE007","2018-01-07 20:00:00",9.14,9.14,9.14,69.81,69.81,69.81,0,0
"BALE007","2018-01-07 21:00:00",7.24,7.24,7.24,70.19,70.19,70.19,0,0
"BALE007","2018-01-07 22:00:00",8.1,8.1,8.1,70.36,70.36,70.36,0,0
"BALE007","2018-01-07 23:00:00",8.45,8.45,8.45,75.15,75.15,75.15,0,0
"BALE007","2018-01-08 00:00:00",8.09,8.09,8.09,69.98,69.98,69.98,0,0
"BALE007","2018-01-08 01:00:00",7.08,7.08,7.08,80.5,80.5,80.5,0,0
"BALE007","2018-01-08 02:00:00",6.35,6.35,6.35,81.6,81.6,81.6,0,0
"BALE007","2018-01-08 03:00:00",4.79,4.79,4.79,83.4,83.4,83.4,0,0
"BALE007","2018-01-08 04:00:00",2.97,2.97,2.97,86.1,86.1,86.1,0,0
"BALE007","2018-01-08 05:00:00",1.77,1.77,1.77,83.1,83.1,83.1,0,0
"BALE007","2018-01-08 06:00:00",2,2,2,88.4,88.4,88.4,0,0
"BALE007","2018-01-08 07:00:00",1.95,1.95,1.95,87.7,87.7,87.7,0.005,0
"BALE007","2018-01-08 08:00:00",6.3,6.3,6.3,58.15,58.15,58.15,0.14,0
"BALE007","2018-01-08 09:00:00",11.08,11.08,11.08,43.84,43.84,43.84,0.363,0
"BALE007","2018-01-08 10:00:00",13.28,13.28,13.28,46.08,46.08,46.08,0.574,0
"BALE007","2018-01-08 11:00:00",14.69,14.69,14.69,44.32,44.32,44.32,0.746,0
"BALE007","2018-01-08 12:00:00",15.36,15.36,15.36,44.45,44.45,44.45,0.853,0
"BALE007","2018-01-08 13:00:00",15.33,15.33,15.33,44.48,44.48,44.48,0.595,0
"BALE007","2018-01-08 14:00:00",15.71,15.71,15.71,42.25,42.25,42.25,0.513,0
"BALE007","2018-01-08 15:00:00",15.93,15.93,15.93,45.47,45.47,45.47,0.399,0
"BALE007","2018-01-08 16:00:00",14.76,14.76,14.76,46.88,46.88,46.88,0.23,0
"BALE007","2018-01-08 17:00:00",13.9,13.9,13.9,48.65,48.65,48.65,0.123,0
"BALE007","2018-01-08 18:00:00",13.49,13.49,13.49,53.04,53.04,53.04,0.1,0
"BALE007","2018-01-08 19:00:00",11.19,11.19,11.19,60.2,60.2,60.2,0.002,0
"BALE007","2018-01-08 20:00:00",10.03,10.03,10.03,64,64,64,0,0
"BALE007","2018-01-08 21:00:00",9.59,9.59,9.59,62.56,62.56,62.56,0,0
"BALE007","2018-01-08 22:00:00",9.39,9.39,9.39,66.12,66.12,66.12,0,0
"BALE007","2018-01-08 23:00:00",8.63,8.63,8.63,70.37,70.37,70.37,0,0
"BALE007","2018-01-09 00:00:00",7.42,7.42,7.42,74.18,74.18,74.18,0,0
"BALE007","2018-01-09 01:00:00",6.74,6.74,6.74,79.5,79.5,79.5,0,0
"BALE007","2018-01-09 02:00:00",6.33,6.33,6.33,76.93,76.93,76.93,0,0
"BALE007","2018-01-09 03:00:00",6.2,6.2,6.2,77.41,77.41,77.41,0,0
"BALE007","2018-01-09 04:00:00",6.92,6.92,6.92,66.19,66.19,66.19,0,0
"BALE007","2018-01-09 05:00:00",5.9,5.9,5.9,72.65,72.65,72.65,0,0
"BALE007","2018-01-09 06:00:00",5.6,5.6,5.6,73.97,73.97,73.97,0,0
"BALE007","2018-01-09 07:00:00",4.56,4.56,4.56,77.82,77.82,77.82,0.005,0
"BALE007","2018-01-09 08:00:00",6.83,6.83,6.83,68.44,68.44,68.44,0.055,0
"BALE007","2018-01-09 09:00:00",9.81,9.81,9.81,61.13,61.13,61.13,0.2,0
"BALE007","2018-01-09 10:00:00",13.17,13.17,13.17,49.09,49.09,49.09,0.499,0
"BALE007","2018-01-09 11:00:00",13.93,13.93,13.93,46.93,46.93,46.93,0.634,0
"BALE007","2018-01-09 12:00:00",16.04,16.04,16.04,49.77,49.77,49.77,0.832,0
"BALE007","2018-01-09 13:00:00",15.55,15.55,15.55,42.87,42.87,42.87,0.65,0
"BALE007","2018-01-09 14:00:00",15.15,15.15,15.15,51.12,51.12,51.12,0.355,0
"BALE007","2018-01-09 15:00:00",14.13,14.13,14.13,51.74,51.74,51.74,0.15,0
"BALE007","2018-01-09 16:00:00",14.19,14.19,14.19,52.36,52.36,52.36,0.142,0
"BALE007","2018-01-09 17:00:00",13.34,13.34,13.34,54.22,54.22,54.22,0.068,0
"BALE007","2018-01-09 18:00:00",12.85,12.85,12.85,57.27,57.27,57.27,0.043,0
"BALE007","2018-01-09 19:00:00",11.54,11.54,11.54,61.59,61.59,61.59,0.001,0
"BALE007","2018-01-09 20:00:00",10.71,10.71,10.71,68.08,68.08,68.08,0,0
"BALE007","2018-01-09 21:00:00",10.13,10.13,10.13,69.73,69.73,69.73,0,0
"BALE007","2018-01-09 22:00:00",9.47,9.47,9.47,72.19,72.19,72.19,0,0
"BALE007","2018-01-09 23:00:00",8.68,8.68,8.68,76.66,76.66,76.66,0,0
"BALE007","2018-01-10 00:00:00",8.63,8.63,8.63,77.62,77.62,77.62,0,0
"BALE007","2018-01-10 01:00:00",8.13,8.13,8.13,89,89,89,0,0
"BALE007","2018-01-10 02:00:00",7.7,7.7,7.7,91.5,91.5,91.5,0,0.2
"BALE007","2018-01-10 03:00:00",7.44,7.44,7.44,96.4,96.4,96.4,0,0.2
"BALE007","2018-01-10 04:00:00",7,7,7,97.6,97.6,97.6,0,0.2
"BALE007","2018-01-10 05:00:00",6.63,6.63,6.63,97.1,97.1,97.1,0,0
"BALE007","2018-01-10 06:00:00",6.58,6.58,6.58,93.5,93.5,93.5,0,0
"BALE007","2018-01-10 07:00:00",6.27,6.27,6.27,87.8,87.8,87.8,0.006,0
"BALE007","2018-01-10 08:00:00",8.35,8.35,8.35,75.08,75.08,75.08,0.142,0
"BALE007","2018-01-10 09:00:00",12.25,12.25,12.25,62.39,62.39,62.39,0.361,0
"BALE007","2018-01-10 10:00:00",14.47,14.47,14.47,56.67,56.67,56.67,0.451,0
"BALE007","2018-01-10 11:00:00",14.02,14.02,14.02,48.67,48.67,48.67,0.577,0
"BALE007","2018-01-10 12:00:00",14.91,14.91,14.91,50.79,50.79,50.79,0.678,0
"BALE007","2018-01-10 13:00:00",14.32,14.32,14.32,54.38,54.38,54.38,0.315,0
"BALE007","2018-01-10 14:00:00",15.41,15.41,15.41,51,51,51,0.595,0
"BALE007","2018-01-10 15:00:00",13.56,13.56,13.56,58.7,58.7,58.7,0.116,0
"BALE007","2018-01-10 16:00:00",13.78,13.78,13.78,55.9,55.9,55.9,0.171,0
"BALE007","2018-01-10 17:00:00",14.48,14.48,14.48,49.23,49.23,49.23,0.212,0
"BALE007","2018-01-10 18:00:00",14.36,14.36,14.36,61.33,61.33,61.33,0.119,0
"BALE007","2018-01-10 19:00:00",10.66,10.66,10.66,68.51,68.51,68.51,0.004,0
"BALE007","2018-01-10 20:00:00",10.01,10.01,10.01,76.67,76.67,76.67,0,0
"BALE007","2018-01-10 21:00:00",9.33,9.33,9.33,81.19,81.19,81.19,0,0
"BALE007","2018-01-10 22:00:00",7.37,7.37,7.37,89.9,89.9,89.9,0,0
"BALE007","2018-01-10 23:00:00",5.43,5.43,5.43,93,93,93,0,0
"BALE007","2018-01-11 00:00:00",5.94,5.94,5.94,86.6,86.6,86.6,0,0
"BALE007","2018-01-11 01:00:00",6.14,6.14,6.14,91.6,91.6,91.6,0,0
"BALE007","2018-01-11 02:00:00",5.05,5.05,5.05,98.8,98.8,98.8,0,0
"BALE007","2018-01-11 03:00:00",3.95,3.95,3.95,97.6,97.6,97.6,0,0
"BALE007","2018-01-11 04:00:00",4.11,4.11,4.11,90.7,90.7,90.7,0,0
"BALE007","2018-01-11 05:00:00",3.88,3.88,3.88,93.8,93.8,93.8,0,0
"BALE007","2018-01-11 06:00:00",3.23,3.23,3.23,97.4,97.4,97.4,0,0
"BALE007","2018-01-11 07:00:00",3.38,3.38,3.38,93.6,93.6,93.6,0.006,0
"BALE007","2018-01-11 08:00:00",6.45,6.45,6.45,74.35,74.35,74.35,0.136,0
"BALE007","2018-01-11 09:00:00",11.83,11.83,11.83,62.3,62.3,62.3,0.358,0
"BALE007","2018-01-11 10:00:00",14.59,14.59,14.59,57.82,57.82,57.82,0.56,0
"BALE007","2018-01-11 11:00:00",15.77,15.77,15.77,55.46,55.46,55.46,0.705,0
"BALE007","2018-01-11 12:00:00",15.34,15.34,15.34,55.67,55.67,55.67,0.591,0
"BALE007","2018-01-11 13:00:00",15.36,15.36,15.36,52.69,52.69,52.69,0.527,0
"BALE007","2018-01-11 14:00:00",16.42,16.42,16.42,51.75,51.75,51.75,0.506,0
"BALE007","2018-01-11 15:00:00",15.86,15.86,15.86,49.45,49.45,49.45,0.369,0
"BALE007","2018-01-11 16:00:00",15.02,15.02,15.02,54.68,54.68,54.68,0.187,0
"BALE007","2018-01-11 17:00:00",15.47,15.47,15.47,55.61,55.61,55.61,0.234,0
"BALE007","2018-01-11 18:00:00",13.05,13.05,13.05,65.39,65.39,65.39,0.059,0
"BALE007","2018-01-11 19:00:00",11.18,11.18,11.18,71.08,71.08,71.08,0.004,0
"BALE007","2018-01-11 20:00:00",10.06,10.06,10.06,83.4,83.4,83.4,0,0
"BALE007","2018-01-11 21:00:00",8.14,8.14,8.14,88.9,88.9,88.9,0,0
"BALE007","2018-01-11 22:00:00",7.34,7.34,7.34,91.3,91.3,91.3,0,0
"BALE007","2018-01-11 23:00:00",7.19,7.19,7.19,88.8,88.8,88.8,0,0
"BALE007","2018-01-12 00:00:00",6.96,6.96,6.96,92.8,92.8,92.8,0,0
"BALE007","2018-01-12 01:00:00",5.33,5.33,5.33,98.5,98.5,98.5,0,0
"BALE007","2018-01-12 02:00:00",5.88,5.88,5.88,92.7,92.7,92.7,0,0
"BALE007","2018-01-12 03:00:00",5.58,5.58,5.58,89.6,89.6,89.6,0,0
"BALE007","2018-01-12 04:00:00",5.97,5.97,5.97,92.8,92.8,92.8,0,0
"BALE007","2018-01-12 05:00:00",4.91,4.91,4.91,95.2,95.2,95.2,0,0
"BALE007","2018-01-12 06:00:00",4.06,4.06,4.06,94.6,94.6,94.6,0,0
"BALE007","2018-01-12 07:00:00",3.4,3.4,3.4,95,95,95,0.004,0
"BALE007","2018-01-12 08:00:00",6.35,6.35,6.35,86,86,86,0.098,0
"BALE007","2018-01-12 09:00:00",11.2,11.2,11.2,73.19,73.19,73.19,0.347,0
"BALE007","2018-01-12 10:00:00",13.83,13.83,13.83,64.61,64.61,64.61,0.581,0
"BALE007","2018-01-12 11:00:00",14.27,14.27,14.27,64.37,64.37,64.37,0.706,0
"BALE007","2018-01-12 12:00:00",14.39,14.39,14.39,59.82,59.82,59.82,0.631,0
"BALE007","2018-01-12 13:00:00",16.16,16.16,16.16,52.33,52.33,52.33,0.835,0
"BALE007","2018-01-12 14:00:00",16.62,16.62,16.62,44.8,44.8,44.8,0.795,0
"BALE007","2018-01-12 15:00:00",17.34,17.34,17.34,37.16,37.16,37.16,0.717,0
"BALE007","2018-01-12 16:00:00",17.81,17.81,17.81,36.73,36.73,36.73,0.624,0
"BALE007","2018-01-12 17:00:00",16.03,16.03,16.03,48.3,48.3,48.3,0.299,0
"BALE007","2018-01-12 18:00:00",14.16,14.16,14.16,57.07,57.07,57.07,0.137,0
"BALE007","2018-01-12 19:00:00",10.07,10.07,10.07,71.89,71.89,71.89,0.006,0
"BALE007","2018-01-12 20:00:00",7.66,7.66,7.66,76.55,76.55,76.55,0,0
"BALE007","2018-01-12 21:00:00",6.53,6.53,6.53,74.23,74.23,74.23,0,0
"BALE007","2018-01-12 22:00:00",5.29,5.29,5.29,82.4,82.4,82.4,0,0
"BALE007","2018-01-12 23:00:00",4.05,4.05,4.05,81.3,81.3,81.3,0,0
"BALE007","2018-01-13 00:00:00",3.61,3.61,3.61,79.46,79.46,79.46,0,0
"BALE007","2018-01-13 01:00:00",3.45,3.45,3.45,83.6,83.6,83.6,0,0
