"plot","datetime","Ta_200","Ta_200_min","Ta_200_max","rH_200","rH_200_min","rH_200_max","SWDR_200","P_RT_NRT"
"BALE001","2018-01-03 06:00:00",-2.12,-2.12,-2.12,100,100,100,0,0
"BALE001","2018-01-03 07:00:00",-2.2,-2.2,-2.2,90.2,90.2,90.2,0.009,0
"BALE001","2018-01-03 08:00:00",-1.23,-1.23,-1.23,80.5,80.5,80.5,0.16,0
"BALE001","2018-01-03 09:00:00",0.38,0.38,0.38,69.15,69.15,69.15,0.366,0
"BALE001","2018-01-03 10:00:00",2.04,2.04,2.04,61.76,61.76,61.76,0.612,0
"BALE001","2018-01-03 11:00:00",3.68,3.68,3.68,51.07,51.07,51.07,0.777,0
"BALE001","2018-01-03 12:00:00",4.69,4.69,4.69,52.92,52.92,52.92,0.865,0
"BALE001","2018-01-03 13:00:00",5.23,5.23,5.23,53.15,53.15,53.15,0.754,0
"BALE001","2018-01-03 14:00:00",5.87,5.87,5.87,52.84,52.84,52.84,0.786,0
"BALE001","2018-01-03 15:00:00",4.92,4.92,4.92,58.77,58.77,58.77,0.323,0
"BALE001","2018-01-03 16:00:00",4.14,4.14,4.14,57.54,57.54,57.54,0.193,0
"BALE001","2018-01-03 17:00:00",3.81,3.81,3.81,59.64,59.64,59.64,0.161,0
"BALE001","2018-01-03 18:00:00",2.57,2.57,2.57,68.57,68.57,68.57,0.088,0
"BALE001","2018-01-03 19:00:00",0.37,0.37,0.37,79.98,79.98,79.98,0.005,0
"BALE001","2018-01-03 20:00:00",-0.79,-0.79,-0.79,84.3,84.3,84.3,0,0
"BALE001","2018-01-03 21:00:00",-0.87,-0.87,-0.87,85.8,85.8,85.8,0,0
"BALE001","2018-01-03 22:00:00",-1.32,-1.32,-1.32,89.1,89.1,89.1,0,0
"BALE001","2018-01-03 23:00:00",-1.77,-1.77,-1.77,92.6,92.6,92.6,0,0
"BALE001","2018-01-04 00:00:00",-1.95,-1.95,-1.95,94.2,94.2,94.2,0,0
"BALE001","2018-01-04 01:00:00",-1.85,-1.85,-1.85,88.7,88.7,88.7,0,0
"BALE001","2018-01-04 02:00:00",-1.43,-1.43,-1.43,86.4,86.4,86.4,0,0
"BALE001","2018-01-04 03:00:00",-1.14,-1.14,-1.14,85.6,85.6,85.6,0,0
"BALE001","2018-01-04 04:00:00",-1.42,-1.42,-1.42,90.1,90.1,90.1,0,0
"BALE001","2018-01-04 05:00:00",-2.06,-2.06,-2.06,91.4,91.4,91.4,0,0
"BALE001","2018-01-04 06:00:00",-1.94,-1.94,-1.94,92.7,92.7,92.7,0,0
"BALE001","2018-01-04 07:00:00",-2.46,-2.46,-2.46,93.9,93.9,93.9,0.011,0
"BALE001","2018-01-04 08:00:00",-1.46,-1.46,-1.46,92.6,92.6,92.6,0.162,0
"BALE001","2018-01-04 09:00:00",-0.27,-0.27,-0.27,85.7,85.7,85.7,0.313,0
"BALE001","2018-01-04 10:00:00",1.86,1.86,1.86,70.01,70.01,70.01,0.616,0
"BALE001","2018-01-04 11:00:00",3.2,3.2,3.2,66.62,66.62,66.62,0.785,0
"BALE001","2018-01-04 12:00:00",4.08,4.08,4.08,63.05,63.05,63.05,0.785,0
"BALE001","2018-01-04 13:00:00",4.61,4.61,4.61,57.17,57.17,57.17,0.798,0
"BALE001","2018-01-04 14:00:00",4.81,4.81,4.81,61.21,61.21,61.21,0.723,0
"BALE001","2018-01-04 15:00:00",5.35,5.35,5.35,57.53,57.53,57.53,0.726,0
"BALE001","2018-01-04 16:00:00",5.64,5.64,5.64,55.54,55.54,55.54,0.577,0
"BALE001","2018-01-04 17:00:00",5.19,5.19,5.19,67.97,67.97,67.97,0.373,0
"BALE001","2018-01-04 18:00:00",2.6,2.6,2.6,77.67,77.67,77.67,0.056,0
"BALE001","2018-01-04 19:00:00",1.15,1.15,1.15,81.1,81.1,81.1,0.002,0
"BALE001","2018-01-04 20:00:00",-0.1,-0.1,-0.1,87.8,87.8,87.8,0,0
"BALE001","2018-01-04 21:00:00",-0.81,-0.81,-0.81,90.4,90.4,90.4,0,0
"BALE001","2018-01-04 22:00:00",-0.97,-0.97,-0.97,90.9,90.9,90.9,0,0
"BALE001","2018-01-04 23:00:00",-1.24,-1.24,-1.24,93.5,93.5,93.5,0,0
"BALE001","2018-01-05 00:00:00",-1.62,-1.62,-1.62,94.8,94.8,94.8,0,0
"BALE001","2018-01-05 01:00:00",-1.69,-1.69,-1.69,95.6,95.6,95.6,0,0
"BALE001","2018-01-05 02:00:00",-1.39,-1.39,-1.39,97.1,97.1,97.1,0,0
"BALE001","2018-01-05 03:00:00",-1.5,-1.5,-1.5,98.6,98.6,98.6,0,0
"BALE001","2018-01-05 04:00:00",-1.59,-1.59,-1.59,100,100,100,0,0
"BALE001","2018-01-05 05:00:00",-1.71,-1.71,-1.71,100,100,100,0,0
"BALE001","2018-01-05 06:00:00",-1.69,-1.69,-1.69,100,100,100,0,0
"BALE001","2018-01-05 07:00:00",-1.69,-1.69,-1.69,100,100,100,0.009,0
"BALE001","2018-01-05 08:00:00",-1.03,-1.03,-1.03,97.7,97.7,97.7,0.173,0
"BALE001","2018-01-05 09:00:00",0.43,0.43,0.43,90,90,90,0.335,0
"BALE001","2018-01-05 10:00:00",2.16,2.16,2.16,83.2,83.2,83.2,0.422,0
"BALE001","2018-01-05 11:00:00",3.1,3.1,3.1,71.44,71.44,71.44,0.647,0
"BALE001","2018-01-05 12:00:00",4.25,4.25,4.25,66.73,66.73,66.73,0.74,0
"BALE001","2018-01-05 13:00:00",5.48,5.48,5.48,59.79,59.79,59.79,0.648,0
"BALE001","2018-01-05 14:00:00",5.8,5.8,5.8,57.99,57.99,57.99,0.765,0
"BALE001","2018-01-05 15:00:00",6.73,6.73,6.73,55.36,55.36,55.36,0.653,0
"BALE001","2018-01-05 16:00:00",6.22,6.22,6.22,59.99,59.99,59.99,0.545,0
"BALE001","2018-01-05 17:00:00",4.13,4.13,4.13,64.78,64.78,64.78,0.173,0
"BALE001","2018-01-05 18:00:00",2.75,2.75,2.75,75.86,75.86,75.86,0.119,0
"BALE001","2018-01-05 19:00:00",0.19,0.19,0.19,83.8,83.8,83.8,0.004,0
"BALE001","2018-01-05 20:00:00",-1.11,-1.11,-1.11,85.3,85.3,85.3,0,0
"BALE001","2018-01-05 21:00:00",-1.47,-1.47,-1.47,85.9,85.9,85.9,0,0
"BALE001","2018-01-05 22:00:00",-1.73,-1.73,-1.73,86.6,86.6,86.6,0,0
"BALE001","2018-01-05 23:00:00",-1.7,-1.7,-1.7,87.3,87.3,87.3,0,0
"BALE001","2018-01-06 00:00:00",-1.99,-1.99,-1.99,87.5,87.5,87.5,0,0
"BALE001","2018-01-06 01:00:00",-2.18,-2.18,-2.18,87,87,87,0,0
"BALE001","2018-01-06 02:00:00",-1.75,-1.75,-1.75,90.2,90.2,90.2,0,0
"BALE001","2018-01-06 03:00:00",-2.64,-2.64,-2.64,92.8,92.8,92.8,0,0
"BALE001","2018-01-06 04:00:00",-2.56,-2.56,-2.56,96.1,96.1,96.1,0,0
"BALE001","2018-01-06 05:00:00",-2.4,-2.4,-2.4,95.3,95.3,95.3,0,0
"BALE001","2018-01-06 06:00:00",-2.33,-2.33,-2.33,92.2,92.2,92.2,0,0
"BALE001","2018-01-06 07:00:00",-1.84,-1.84,-1.84,93.3,93.3,93.3,0.01,0
"BALE001","2018-01-06 08:00:00",-1.5,-1.5,-1.5,93.6,93.6,93.6,0.16,0
"BALE001","2018-01-06 09:00:00",-0.02,-0.02,-0.02,82.5,82.5,82.5,0.312,0
"BALE001","2018-01-06 10:00:00",1.99,1.99,1.99,73.12,73.12,73.12,0.612,0
"BALE001","2018-01-06 11:00:00",3.61,3.61,3.61,59.75,59.75,59.75,0.769,0
"BALE001","2018-01-06 12:00:00",5.2,5.2,5.2,54.75,54.75,54.75,0.876,0
"BALE001","2018-01-06 13:00:00",5.61,5.61,5.61,64.96,64.96,64.96,0.792,0
"BALE001","2018-01-06 14:00:00",4.37,4.37,4.37,64.43,64.43,64.43,0.365,0
"BALE001","2018-01-06 15:00:00",4.69,4.69,4.69,62.76,62.76,62.76,0.424,0
"BALE001","2018-01-06 16:00:00",4.05,4.05,4.05,61.25,61.25,61.25,0.254,0
"BALE001","2018-01-06 17:00:00",3.41,3.41,3.41,68.17,68.17,68.17,0.208,0
"BALE001","2018-01-06 18:00:00",1.88,1.88,1.88,77.35,77.35,77.35,0.066,0
"BALE001","2018-01-06 19:00:00",0.09,0.09,0.09,83.4,83.4,83.4,0.003,0
"BALE001","2018-01-06 20:00:00",-0.81,-0.81,-0.81,84.7,84.7,84.7,0,0
"BALE001","2018-01-06 21:00:00",-1.34,-1.34,-1.34,85.8,85.8,85.8,0,0
"BALE001","2018-01-06 22:00:00",-1.92,-1.92,-1.92,95.2,95.2,95.2,0,0
"BALE001","2018-01-06 23:00:00",-1.85,-1.85,-1.85,98.5,98.5,98.5,0,0
"BALE001","2018-01-07 00:00:00",-1.99,-1.99,-1.99,99.2,99.2,99.2,0,0
"BALE001","2018-01-07 01:00:00",-1.9,-1.9,-1.9,91.7,91.7,91.7,0,0
"BALE001","2018-01-07 02:00:00",-1.35,-1.35,-1.35,89.3,89.3,89.3,0,0
"BALE001","2018-01-07 03:00:00",-2.6,-2.6,-2.6,98.7,98.7,98.7,0,0
"BALE001","2018-01-07 04:00:00",-2.72,-2.72,-2.72,100,100,100,0,0
"BALE001","2018-01-07 05:00:00",-2.85,-2.85,-2.85,100,100,100,0,0
"BALE001","2018-01-07 06:00:00",-2.55,-2.55,-2.55,100,100,100,0,0
"BALE001","2018-01-07 07:00:00",-2.72,-2.72,-2.72,100,100,100,0.008,0
"BALE001","2018-01-07 08:00:00",-2.32,-2.32,-2.32,99.9,99.9,99.9,0.139,0
"BALE001","2018-01-07 09:00:00",-1.52,-1.52,-1.52,89.1,89.1,89.1,0.336,0
"BALE001","2018-01-07 10:00:00",1.51,1.51,1.51,65.19,65.19,65.19,0.606,0
"BALE001","2018-01-07 11:00:00",3.74,3.74,3.74,54.02,54.02,54.02,0.769,0
"BALE001","2018-01-07 12:00:00",5.3,5.3,5.3,64.31,64.31,64.31,0.507,0
"BALE001","2018-01-07 13:00:00",5.28,5.28,5.28,75.83,75.83,75.83,0.216,0
"BALE001","2018-01-07 14:00:00",4.69,4.69,4.69,73.74,73.74,73.74,0.169,0
"BALE001","2018-01-07 15:00:00",3.77,3.77,3.77,69.94,69.94,69.94,0.198,0
"BALE001","2018-01-07 16:00:00",3.83,3.83,3.83,66.96,66.96,66.96,0.211,0
"BALE001","2018-01-07 17:00:00",3.28,3.28,3.28,72.36,72.36,72.36,0.132,0
"BALE001","2018-01-07 18:00:00",1.81,1.81,1.81,82.2,82.2,82.2,0.047,0
"BALE001","2018-01-07 19:00:00",-0.02,-0.02,-0.02,90,90,90,0.002,0
"BALE001","2018-01-07 20:00:00",-0.84,-0.84,-0.84,93.1,93.1,93.1,0,0
"BALE001","2018-01-07 21:00:00",-1.43,-1.43,-1.43,95.3,95.3,95.3,0,0
"BALE001","2018-01-07 22:00:00",-2.08,-2.08,-2.08,100,100,100,0,0
"BALE001","2018-01-07 23:00:00",-1.73,-1.73,-1.73,100,100,100,0,0
"BALE001","2018-01-08 00:00:00",-1.72,-1.72,-1.72,100,100,100,0,0
"BALE001","2018-01-08 01:00:00",-1.94,-1.94,-1.94,100,100,100,0,0
"BALE001","2018-01-08 02:00:00",-2.23,-2.23,-2.23,99.6,99.6,99.6,0,0
"BALE001","2018-01-08 03:00:00",-2.02,-2.02,-2.02,98.3,98.3,98.3,0,0
"BALE001","2018-01-08 04:00:00",-2.55,-2.55,-2.55,100,100,100,0,0
"BALE001","2018-01-08 05:00:00",-2.13,-2.13,-2.13,100,100,100,0,0
"BALE001","2018-01-08 06:00:00",-2.09,-2.09,-2.09,100,100,100,0,0
"BALE001","2018-01-08 07:00:00",-2.21,-2.21,-2.21,100,100,100,0.007,0
"BALE001","2018-01-08 08:00:00",-1.85,-1.85,-1.85,100,100,100,0.094,0
"BALE001","2018-01-08 09:00:00",-1.01,-1.01,-1.01,99.2,99.2,99.2,0.314,0
"BALE001","2018-01-08 10:00:00",0.46,0.46,0.46,90.6,90.6,90.6,0.615,0
"BALE001","2018-01-08 11:00:00",2.96,2.96,2.96,59.36,59.36,59.36,0.843,0
"BALE001","2018-01-08 12:00:00",4.39,4.39,4.39,66.26,66.26,66.26,0.432,0
"BALE001","2018-01-08 13:00:00",3.8,3.8,3.8,80.19,80.19,80.19,0.143,0
"BALE001","2018-01-08 14:00:00",2.64,2.64,2.64,83.4,83.4,83.4,0.176,0
"BALE001","2018-01-08 15:00:00",2.72,2.72,2.72,78.54,78.54,78.54,0.177,0
"BALE001","2018-01-08 16:00:00",2.41,2.41,2.41,81.6,81.6,81.6,0.098,0
"BALE001","2018-01-08 17:00:00",1.8,1.8,1.8,86.1,86.1,86.1,0.058,0
"BALE001","2018-01-08 18:00:00",0.99,0.99,0.99,91.1,91.1,91.1,0.036,0
"BALE001","2018-01-08 19:00:00",-0.55,-0.55,-0.55,97.3,97.3,97.3,0.002,0
"BALE001","2018-01-08 20:00:00",-1.14,-1.14,-1.14,99.5,99.5,99.5,0,0
"BALE001","2018-01-08 21:00:00",-1.03,-1.03,-1.03,97.8,97.8,97.8,0,0
"BALE001","2018-01-08 22:00:00",-1.04,-1.04,-1.04,99.8,99.8,99.8,0,0
"BALE001","2018-01-08 23:00:00",-0.87,-0.87,-0.87,100,100,100,0,0
"BALE001","2018-01-09 00:00:00",-1.2,-1.2,-1.2,100,100,100,0,0
"BALE001","2018-01-09 01:00:00",-1.43,-1.43,-1.43,100,100,100,0,0
"BALE001","2018-01-09 02:00:00",-1.15,-1.15,-1.15,100,100,100,0,0
"BALE001","2018-01-09 03:00:00",-1.6,-1.6,-1.6,100,100,100,0,0
"BALE001","2018-01-09 04:00:00",-1.73,-1.73,-1.73,100,100,100,0,0
"BALE001","2018-01-09 05:00:00",-1.67,-1.67,-1.67,100,100,100,0,0
"BALE001","2018-01-09 06:00:00",-1.5,-1.5,-1.5,100,100,100,0,0
"BALE001","2018-01-09 07:00:00",-1.64,-1.64,-1.64,100,100,100,0.006,0
"BALE001","2018-01-09 08:00:00",-1.39,-1.39,-1.39,100,100,100,0.106,0
"BALE001","2018-01-09 09:00:00",-0.33,-0.33,-0.33,100,100,100,0.294,0
"BALE001","2018-01-09 10:00:00",0.59,0.59,0.59,83.6,83.6,83.6,0.421,0
"BALE001","2018-01-09 11:00:00",2.81,2.81,2.81,79,79,79,0.413,0
"BALE001","2018-01-09 12:00:00",4.21,4.21,4.21,83.6,83.6,83.6,0.584,0
"BALE001","2018-01-09 13:00:00",3.13,3.13,3.13,78.12,78.12,78.12,0.211,0
"BALE001","2018-01-09 14:00:00",3.57,3.57,3.57,80.19,80.19,80.19,0.2,0
"BALE001","2018-01-09 15:00:00",3.21,3.21,3.21,90.5,90.5,90.5,0.138,0
"BALE001","2018-01-09 16:00:00",1.74,1.74,1.74,99,99,99,0.067,0
"BALE001","2018-01-09 17:00:00",1.29,1.29,1.29,94.5,94.5,94.5,0.045,0
"BALE001","2018-01-09 18:00:00",1.18,1.18,1.18,96.7,96.7,96.7,0.036,0
"BALE001","2018-01-09 19:00:00",0.47,0.47,0.47,100,100,100,0.002,0
"BALE001","2018-01-09 20:00:00",0.1,0.1,0.1,100,100,100,0,0
"BALE001","2018-01-09 21:00:00",0.11,0.11,0.11,100,100,100,0,0
"BALE001","2018-01-09 22:00:00",0.19,0.19,0.19,100,100,100,0,0
"BALE001","2018-01-09 23:00:00",-0.06,-0.06,-0.06,100,100,100,0,0
"BALE001","2018-01-10 00:00:00",-0.18,-0.18,-0.18,100,100,100,0,0
"BALE001","2018-01-10 01:00:00",-0.09,-0.09,-0.09,100,100,100,0,0
"BALE001","2018-01-10 02:00:00",-0.37,-0.37,-0.37,100,100,100,0,0
"BALE001","2018-01-10 03:00:00",-0.62,-0.62,-0.62,100,100,100,0,0
"BALE001","2018-01-10 04:00:00",-0.69,-0.69,-0.69,100,100,100,0,0
"BALE001","2018-01-10 05:00:00",-0.82,-0.82,-0.82,100,100,100,0,0
"BALE001","2018-01-10 06:00:00",-0.91,-0.91,-0.91,100,100,100,0,0
"BALE001","2018-01-10 07:00:00",-1.15,-1.15,-1.15,100,100,100,0.004,0
"BALE001","2018-01-10 08:00:00",-1.41,-1.41,-1.41,100,100,100,0.11,0
"BALE001","2018-01-10 09:00:00",-0.64,-0.64,-0.64,100,100,100,0.296,0
"BALE001","2018-01-10 10:00:00",0.07,0.07,0.07,98.5,98.5,98.5,0.546,0
"BALE001","2018-01-10 11:00:00",2.49,2.49,2.49,66.99,66.99,66.99,0.801,0
"BALE001","2018-01-10 12:00:00",4.73,4.73,4.73,73.24,73.24,73.24,0.322,0
"BALE001","2018-01-10 13:00:00",1.73,1.73,1.73,91.9,91.9,91.9,0.042,0
"BALE001","2018-01-10 14:00:00",0.9,0.9,0.9,100,100,100,0.133,0.4
"BALE001","2018-01-10 15:00:00",1.34,1.34,1.34,94.6,94.6,94.6,0.117,0
"BALE001","2018-01-10 16:00:00",2.36,2.36,2.36,86.6,86.6,86.6,0.149,0
"BALE001","2018-01-10 17:00:00",3.22,3.22,3.22,81.6,81.6,81.6,0.135,0
"BALE001","2018-01-10 18:00:00",3.74,3.74,3.74,89.3,89.3,89.3,0.164,0
"BALE001","2018-01-10 19:00:00",0.64,0.64,0.64,100,100,100,0.006,0
"BALE001","2018-01-10 20:00:00",0,0,0,100,100,100,0,0
"BALE001","2018-01-10 21:00:00",0.1,0.1,0.1,100,100,100,0,0
"BALE001","2018-01-10 22:00:00",0.29,0.29,0.29,100,100,100,0,0
"BALE001","2018-01-10 23:00:00",-0.06,-0.06,-0.06,100,100,100,0,0
"BALE001","2018-01-11 00:00:00",-0.24,-0.24,-0.24,100,100,100,0,0
"BALE001","2018-01-11 01:00:00",-0.64,-0.64,-0.64,100,100,100,0,0
"BALE001","2018-01-11 02:00:00",-0.87,-0.87,-0.87,100,100,100,0,0
"BALE001","2018-01-11 03:00:00",-0.94,-0.94,-0.94,100,100,100,0,0
"BALE001","2018-01-11 04:00:00",-1.1,-1.1,-1.1,100,100,100,0,0
"BALE001","2018-01-11 05:00:00",-0.92,-0.92,-0.92,93.3,93.3,93.3,0,0
"BALE001","2018-01-11 06:00:00",-1,-1,-1,100,100,100,0,0
"BALE001","2018-01-11 07:00:00",-1.02,-1.02,-1.02,95.1,95.1,95.1,0.009,0
"BALE001","2018-01-11 08:00:00",0.28,0.28,0.28,77.29,77.29,77.29,0.166,0
"BALE001","2018-01-11 09:00:00",2.41,2.41,2.41,59.13,59.13,59.13,0.364,0
"BALE001","2018-01-11 10:00:00",4.68,4.68,4.68,48.17,48.17,48.17,0.412,0
"BALE001","2018-01-11 11:00:00",5.75,5.75,5.75,47.47,47.47,47.47,0.41,0
"BALE001","2018-01-11 12:00:00",6.68,6.68,6.68,40.07,40.07,40.07,0.605,0
"BALE001","2018-01-11 13:00:00",9.35,9.35,9.35,33.03,33.03,33.03,1,0
"BALE001","2018-01-11 14:00:00",7.6,7.6,7.6,59.11,59.11,59.11,0.582,0
"BALE001","2018-01-11 15:00:00",5.88,5.88,5.88,82,82,82,0.606,0
"BALE001","2018-01-11 16:00:00",4.26,4.26,4.26,84.2,84.2,84.2,0.225,0
"BALE001","2018-01-11 17:00:00",3.93,3.93,3.93,91.7,91.7,91.7,0.145,0
"BALE001","2018-01-11 18:00:00",2.81,2.81,2.81,98.1,98.1,98.1,0.099,0
"BALE001","2018-01-11 19:00:00",1.5,1.5,1.5,100,100,100,0.003,0
"BALE001","2018-01-11 20:00:00",1.15,1.15,1.15,100,100,100,0,0
"BALE001","2018-01-11 21:00:00",0.78,0.78,0.78,100,100,100,0,0
"BALE001","2018-01-11 22:00:00",0.56,0.56,0.56,100,100,100,0,0
"BALE001","2018-01-11 23:00:00",0.66,0.66,0.66,100,100,100,0,0
"BALE001","2018-01-12 00:00:00",-0.17,-0.17,-0.17,100,100,100,0,0
"BALE001","2018-01-12 01:00:00",-0.63,-0.63,-0.63,100,100,100,0,0
"BALE001","2018-01-12 02:00:00",-0.58,-0.58,-0.58,100,100,100,0,0
"BALE001","2018-01-12 03:00:00",-0.48,-0.48,-0.48,100,100,100,0,0
"BALE001","2018-01-12 04:00:00",-0.83,-0.83,-0.83,100,100,100,0,0
"BALE001","2018-01-12 05:00:00",-1.13,-1.13,-1.13,100,100,100,0,0
"BALE001","2018-01-12 06:00:00",-1.08,-1.08,-1.08,100,100,100,0,0
"BALE001","2018-01-12 07:00:00",-1.37,-1.37,-1.37,100,100,100,0.016,0
"BALE001","2018-01-12 08:00:00",-1.03,-1.03,-1.03,100,100,100,0.149,0.2
"BALE001","2018-01-12 09:00:00",-0.28,-0.28,-0.28,100,100,100,0.285,0
"BALE001","2018-01-12 10:00:00",1.25,1.25,1.25,76.75,76.75,76.75,0.596,0
"BALE001","2018-01-12 11:00:00",3.92,3.92,3.92,50.96,50.96,50.96,0.79,0
"BALE001","2018-01-12 12:00:00",4.92,4.92,4.92,55.42,55.42,55.42,0.866,0
"BALE001","2018-01-12 13:00:00",5.72,5.72,5.72,51.56,51.56,51.56,0.923,0
"BALE001","2018-01-12 14:00:00",5.71,5.71,5.71,60.39,60.39,60.39,0.884,0
"BALE001","2018-01-12 15:00:00",5.34,5.34,5.34,60.9,60.9,60.9,0.656,0
"BALE001","2018-01-12 16:00:00",5.21,5.21,5.21,58.14,58.14,58.14,0.591,0
"BALE001","2018-01-12 17:00:00",4.23,4.23,4.23,79.17,79.17,79.17,0.339,0
"BALE001","2018-01-12 18:00:00",1.94,1.94,1.94,83.8,83.8,83.8,0.085,0
"BALE001","2018-01-12 19:00:00",-0.05,-0.05,-0.05,99.5,99.5,99.5,0.01,0
"BALE001","2018-01-12 20:00:00",-1.32,-1.32,-1.32,100,100,100,0,0
"BALE001","2018-01-12 21:00:00",-1.68,-1.68,-1.68,100,100,100,0,0
"BALE001","2018-01-12 22:00:00",-1.67,-1.67,-1.67,100,100,100,0,0
"BALE001","2018-01-12 23:00:00",-2.05,-2.05,-2.05,97.5,97.5,97.5,0,0
"BALE001","2018-01-13 00:00:00",-2.46,-2.46,-2.46,91.4,91.4,91.4,0,0
