"plot","datetime","Ta_200","Ta_200_min","Ta_200_max","rH_200","rH_200_min","rH_200_max","SWDR_200","P_RT_NRT"
"BALE003","2018-01-05 06:00:00",1.99,1.99,1.99,86.5,86.5,86.5,0,0
"BALE003","2018-01-05 07:00:00",1.82,1.82,1.82,88.6,88.6,88.6,0.008,0
"BALE003","2018-01-05 08:00:00",3.28,3.28,3.28,72.93,72.93,72.93,0.159,0
"BALE003","2018-01-05 09:00:00",5.09,5.09,5.09,60.68,60.68,60.68,0.347,0
"BALE003","2018-01-05 10:00:00",6.33,6.33,6.33,58.98,58.98,58.98,0.647,0
"BALE003","2018-01-05 11:00:00",6.78,6.78,6.78,56.15,56.15,56.15,0.789,0
"BALE003","2018-01-05 12:00:00",7.24,7.24,7.24,53.91,53.91,53.91,0.898,0
"BALE003","2018-01-05 13:00:00",7.4,7.4,7.4,50.04,50.04,50.04,0.919,0
"BALE003","2018-01-05 14:00:00",7.84,7.84,7.84,51.97,51.97,51.97,0.827,0
"BALE003","2018-01-05 15:00:00",8.33,8.33,8.33,52.5,52.5,52.5,0.776,0
"BALE003","2018-01-05 16:00:00",8.43,8.43,8.43,55.35,55.35,55.35,0.563,0
"BALE003","2018-01-05 17:00:00",7.39,7.39,7.39,59.33,59.33,59.33,0.316,0
"BALE003","2018-01-05 18:00:00",5.62,5.62,5.62,67.16,67.16,67.16,0.077,0
"BALE003","2018-01-05 19:00:00",3.7,3.7,3.7,68.01,68.01,68.01,0.005,0
"BALE003","2018-01-05 20:00:00",2.55,2.55,2.55,72.07,72.07,72.07,0,0
"BALE003","2018-01-05 21:00:00",1.98,1.98,1.98,73.37,73.37,73.37,0,0
"BALE003","2018-01-05 22:00:00",2.01,2.01,2.01,70.47,70.47,70.47,0,0
"BALE003","2018-01-05 23:00:00",2.2,2.2,2.2,75.61,75.61,75.61,0,0
"BALE003","2018-01-06 00:00:00",1.76,1.76,1.76,79.64,79.64,79.64,0,0
"BALE003","2018-01-06 01:00:00",0.37,0.37,0.37,81.3,81.3,81.3,0,0
"BALE003","2018-01-06 02:00:00",0.57,0.57,0.57,79.43,79.43,79.43,0,0
"BALE003","2018-01-06 03:00:00",0.18,0.18,0.18,82,82,82,0,0
"BALE003","2018-01-06 04:00:00",0.39,0.39,0.39,82.6,82.6,82.6,0,0
"BALE003","2018-01-06 05:00:00",0.34,0.34,0.34,83.2,83.2,83.2,0,0
"BALE003","2018-01-06 06:00:00",0.65,0.65,0.65,82.4,82.4,82.4,0,0
"BALE003","2018-01-06 07:00:00",1.26,1.26,1.26,79.28,79.28,79.28,0.01,0
"BALE003","2018-01-06 08:00:00",2.81,2.81,2.81,72.6,72.6,72.6,0.161,0
"BALE003","2018-01-06 09:00:00",4.76,4.76,4.76,66.83,66.83,66.83,0.397,0
"BALE003","2018-01-06 10:00:00",6.21,6.21,6.21,64.92,64.92,64.92,0.62,0
"BALE003","2018-01-06 11:00:00",5.92,5.92,5.92,58.95,58.95,58.95,0.789,0
"BALE003","2018-01-06 12:00:00",6.17,6.17,6.17,53.13,53.13,53.13,0.898,0
"BALE003","2018-01-06 13:00:00",7,7,7,52.59,52.59,52.59,0.918,0
"BALE003","2018-01-06 14:00:00",8.03,8.03,8.03,50.52,50.52,50.52,0.867,0
"BALE003","2018-01-06 15:00:00",7.89,7.89,7.89,52,52,52,0.645,0
"BALE003","2018-01-06 16:00:00",7.49,7.49,7.49,54.6,54.6,54.6,0.41,0
"BALE003","2018-01-06 17:00:00",6.79,6.79,6.79,60.08,60.08,60.08,0.236,0
"BALE003","2018-01-06 18:00:00",5.67,5.67,5.67,63.96,63.96,63.96,0.09,0
"BALE003","2018-01-06 19:00:00",3.85,3.85,3.85,67.98,67.98,67.98,0.004,0
"BALE003","2018-01-06 20:00:00",3.24,3.24,3.24,68.49,68.49,68.49,0,0
"BALE003","2018-01-06 21:00:00",2.46,2.46,2.46,70.48,70.48,70.48,0,0
"BALE003","2018-01-06 22:00:00",2.38,2.38,2.38,74.57,74.57,74.57,0,0
"BALE003","2018-01-06 23:00:00",2.54,2.54,2.54,79.15,79.15,79.15,0,0
"BALE003","2018-01-07 00:00:00",2.02,2.02,2.02,79.54,79.54,79.54,0,0
"BALE003","2018-01-07 01:00:00",1.47,1.47,1.47,79.18,79.18,79.18,0,0
"BALE003","2018-01-07 02:00:00",0.95,0.95,0.95,86.2,86.2,86.2,0,0
"BALE003","2018-01-07 03:00:00",0.14,0.14,0.14,89.8,89.8,89.8,0,0
"BALE003","2018-01-07 04:00:00",0.39,0.39,0.39,89.4,89.4,89.4,0,0
"BALE003","2018-01-07 05:00:00",0.86,0.86,0.86,87.7,87.7,87.7,0,0
"BALE003","2018-01-07 06:00:00",0.32,0.32,0.32,89.5,89.5,89.5,0,0
"BALE003","2018-01-07 07:00:00",0.42,0.42,0.42,86.9,86.9,86.9,0.01,0
"BALE003","2018-01-07 08:00:00",2.04,2.04,2.04,79.87,79.87,79.87,0.168,0
"BALE003","2018-01-07 09:00:00",4.65,4.65,4.65,59.05,59.05,59.05,0.406,0
"BALE003","2018-01-07 10:00:00",5.71,5.71,5.71,68.22,68.22,68.22,0.625,0
"BALE003","2018-01-07 11:00:00",5.95,5.95,5.95,72.44,72.44,72.44,0.792,0
"BALE003","2018-01-07 12:00:00",6.43,6.43,6.43,71.87,71.87,71.87,0.862,0
"BALE003","2018-01-07 13:00:00",7.1,7.1,7.1,64.26,64.26,64.26,0.818,0
"BALE003","2018-01-07 14:00:00",7.39,7.39,7.39,59.49,59.49,59.49,0.576,0
"BALE003","2018-01-07 15:00:00",7.96,7.96,7.96,55.13,55.13,55.13,0.503,0
"BALE003","2018-01-07 16:00:00",7.56,7.56,7.56,56.12,56.12,56.12,0.34,0
"BALE003","2018-01-07 17:00:00",7.05,7.05,7.05,66.78,66.78,66.78,0.227,0
"BALE003","2018-01-07 18:00:00",5.65,5.65,5.65,73.87,73.87,73.87,0.104,0
"BALE003","2018-01-07 19:00:00",3.46,3.46,3.46,77.25,77.25,77.25,0.004,0
"BALE003","2018-01-07 20:00:00",3.08,3.08,3.08,77.89,77.89,77.89,0,0
"BALE003","2018-01-07 21:00:00",2.09,2.09,2.09,83.1,83.1,83.1,0,0
"BALE003","2018-01-07 22:00:00",2.18,2.18,2.18,85.7,85.7,85.7,0,0
"BALE003","2018-01-07 23:00:00",2.42,2.42,2.42,85.1,85.1,85.1,0,0
"BALE003","2018-01-08 00:00:00",1.81,1.81,1.81,84.3,84.3,84.3,0,0
"BALE003","2018-01-08 01:00:00",1.67,1.67,1.67,91.9,91.9,91.9,0,0
"BALE003","2018-01-08 02:00:00",0.91,0.91,0.91,96.3,96.3,96.3,0,0
"BALE003","2018-01-08 03:00:00",0.37,0.37,0.37,96.1,96.1,96.1,0,0
"BALE003","2018-01-08 04:00:00",-0.57,-0.57,-0.57,93.9,93.9,93.9,0,0
"BALE003","2018-01-08 05:00:00",-0.66,-0.66,-0.66,94.3,94.3,94.3,0,0
"BALE003","2018-01-08 06:00:00",0.1,0.1,0.1,94,94,94,0,0
"BALE003","2018-01-08 07:00:00",0.56,0.56,0.56,91,91,91,0.01,0
"BALE003","2018-01-08 08:00:00",2.25,2.25,2.25,83,83,83,0.166,0
"BALE003","2018-01-08 09:00:00",4.76,4.76,4.76,73.11,73.11,73.11,0.401,0
"BALE003","2018-01-08 10:00:00",6.01,6.01,6.01,66.87,66.87,66.87,0.623,0
"BALE003","2018-01-08 11:00:00",6.62,6.62,6.62,69.92,69.92,69.92,0.805,0
"BALE003","2018-01-08 12:00:00",6.73,6.73,6.73,68.4,68.4,68.4,0.87,0
"BALE003","2018-01-08 13:00:00",6.66,6.66,6.66,70.44,70.44,70.44,0.588,0
"BALE003","2018-01-08 14:00:00",6.54,6.54,6.54,68.97,68.97,68.97,0.379,0
"BALE003","2018-01-08 15:00:00",6.93,6.93,6.93,65.89,65.89,65.89,0.414,0
"BALE003","2018-01-08 16:00:00",6.71,6.71,6.71,71.1,71.1,71.1,0.268,0
"BALE003","2018-01-08 17:00:00",6.3,6.3,6.3,71.25,71.25,71.25,0.204,0
"BALE003","2018-01-08 18:00:00",4.94,4.94,4.94,80.1,80.1,80.1,0.06,0
"BALE003","2018-01-08 19:00:00",3.34,3.34,3.34,84,84,84,0.003,0
"BALE003","2018-01-08 20:00:00",2.4,2.4,2.4,82.4,82.4,82.4,0,0
"BALE003","2018-01-08 21:00:00",1.88,1.88,1.88,85.7,85.7,85.7,0,0
"BALE003","2018-01-08 22:00:00",2.79,2.79,2.79,83.2,83.2,83.2,0,0
"BALE003","2018-01-08 23:00:00",3.01,3.01,3.01,84.4,84.4,84.4,0,0
"BALE003","2018-01-09 00:00:00",2.4,2.4,2.4,89.8,89.8,89.8,0,0
"BALE003","2018-01-09 01:00:00",1.44,1.44,1.44,92.5,92.5,92.5,0,0
"BALE003","2018-01-09 02:00:00",0.56,0.56,0.56,95.1,95.1,95.1,0,0
"BALE003","2018-01-09 03:00:00",1.21,1.21,1.21,90,90,90,0,0
"BALE003","2018-01-09 04:00:00",2.03,2.03,2.03,89.9,89.9,89.9,0,0
"BALE003","2018-01-09 05:00:00",0.84,0.84,0.84,91.4,91.4,91.4,0,0
"BALE003","2018-01-09 06:00:00",1.19,1.19,1.19,92.3,92.3,92.3,0,0
"BALE003","2018-01-09 07:00:00",1.98,1.98,1.98,85,85,85,0.009,0
"BALE003","2018-01-09 08:00:00",3.06,3.06,3.06,80.3,80.3,80.3,0.16,0
"BALE003","2018-01-09 09:00:00",5.22,5.22,5.22,81.1,81.1,81.1,0.271,0
"BALE003","2018-01-09 10:00:00",5.96,5.96,5.96,69.87,69.87,69.87,0.474,0
"BALE003","2018-01-09 11:00:00",6.2,6.2,6.2,67.83,67.83,67.83,0.502,0
"BALE003","2018-01-09 12:00:00",6.92,6.92,6.92,66.56,66.56,66.56,0.573,0
"BALE003","2018-01-09 13:00:00",6.24,6.24,6.24,74.24,74.24,74.24,0.391,0
"BALE003","2018-01-09 14:00:00",6.84,6.84,6.84,73.06,73.06,73.06,0.43,0
"BALE003","2018-01-09 15:00:00",6.34,6.34,6.34,76.93,76.93,76.93,0.25,0
"BALE003","2018-01-09 16:00:00",6,6,6,79.26,79.26,79.26,0.126,0
"BALE003","2018-01-09 17:00:00",5.73,5.73,5.73,79.98,79.98,79.98,0.09,0
"BALE003","2018-01-09 18:00:00",5.32,5.32,5.32,85.7,85.7,85.7,0.042,0
"BALE003","2018-01-09 19:00:00",4.13,4.13,4.13,89.4,89.4,89.4,0.002,0
"BALE003","2018-01-09 20:00:00",3.59,3.59,3.59,88.3,88.3,88.3,0,0
"BALE003","2018-01-09 21:00:00",3.61,3.61,3.61,89.9,89.9,89.9,0,0
"BALE003","2018-01-09 22:00:00",3.53,3.53,3.53,90.5,90.5,90.5,0,0
"BALE003","2018-01-09 23:00:00",3.1,3.1,3.1,93.8,93.8,93.8,0,0
"BALE003","2018-01-10 00:00:00",2.36,2.36,2.36,94,94,94,0,0
"BALE003","2018-01-10 01:00:00",1.91,1.91,1.91,92.1,92.1,92.1,0,0
"BALE003","2018-01-10 02:00:00",2.42,2.42,2.42,92,92,92,0,0
"BALE003","2018-01-10 03:00:00",2.2,2.2,2.2,91.5,91.5,91.5,0,0
"BALE003","2018-01-10 04:00:00",2.14,2.14,2.14,93.8,93.8,93.8,0,0
"BALE003","2018-01-10 05:00:00",1.7,1.7,1.7,89.1,89.1,89.1,0,0
"BALE003","2018-01-10 06:00:00",1.87,1.87,1.87,88.8,88.8,88.8,0,0
"BALE003","2018-01-10 07:00:00",0.36,0.36,0.36,94.5,94.5,94.5,0.011,0
"BALE003","2018-01-10 08:00:00",2.62,2.62,2.62,82.1,82.1,82.1,0.157,0
"BALE003","2018-01-10 09:00:00",5.32,5.32,5.32,75.26,75.26,75.26,0.308,0
"BALE003","2018-01-10 10:00:00",6,6,6,77.68,77.68,77.68,0.409,0
"BALE003","2018-01-10 11:00:00",6.31,6.31,6.31,81.1,81.1,81.1,0.425,0
"BALE003","2018-01-10 12:00:00",5.78,5.78,5.78,79.57,79.57,79.57,0.32,0
"BALE003","2018-01-10 13:00:00",5.72,5.72,5.72,80.8,80.8,80.8,0.258,0
"BALE003","2018-01-10 14:00:00",5.82,5.82,5.82,75.57,75.57,75.57,0.359,0
"BALE003","2018-01-10 15:00:00",6.58,6.58,6.58,70.79,70.79,70.79,0.331,0
"BALE003","2018-01-10 16:00:00",6.53,6.53,6.53,75.93,75.93,75.93,0.196,0
"BALE003","2018-01-10 17:00:00",6.89,6.89,6.89,73.98,73.98,73.98,0.231,0
"BALE003","2018-01-10 18:00:00",5.77,5.77,5.77,84.9,84.9,84.9,0.09,0
"BALE003","2018-01-10 19:00:00",4.29,4.29,4.29,89.9,89.9,89.9,0.005,0
"BALE003","2018-01-10 20:00:00",3.66,3.66,3.66,93.5,93.5,93.5,0,0
"BALE003","2018-01-10 21:00:00",3.19,3.19,3.19,97.1,97.1,97.1,0,0
"BALE003","2018-01-10 22:00:00",2.89,2.89,2.89,100,100,100,0,0
"BALE003","2018-01-10 23:00:00",2.02,2.02,2.02,98.4,98.4,98.4,0,0
"BALE003","2018-01-11 00:00:00",2.3,2.3,2.3,92,92,92,0,0
"BALE003","2018-01-11 01:00:00",2.72,2.72,2.72,88.6,88.6,88.6,0,0
"BALE003","2018-01-11 02:00:00",2.75,2.75,2.75,83.7,83.7,83.7,0,0
"BALE003","2018-01-11 03:00:00",1.9,1.9,1.9,80.5,80.5,80.5,0,0
"BALE003","2018-01-11 04:00:00",2.48,2.48,2.48,78.97,78.97,78.97,0,0
"BALE003","2018-01-11 05:00:00",3.56,3.56,3.56,61.23,61.23,61.23,0,0
"BALE003","2018-01-11 06:00:00",3.48,3.48,3.48,70.47,70.47,70.47,0,0
"BALE003","2018-01-11 07:00:00",3.31,3.31,3.31,70.33,70.33,70.33,0.009,0
"BALE003","2018-01-11 08:00:00",4.25,4.25,4.25,61.03,61.03,61.03,0.149,0
"BALE003","2018-01-11 09:00:00",7.49,7.49,7.49,65.96,65.96,65.96,0.389,0
"BALE003","2018-01-11 10:00:00",7.79,7.79,7.79,89.5,89.5,89.5,0.548,0
"BALE003","2018-01-11 11:00:00",6.36,6.36,6.36,86.1,86.1,86.1,0.402,0
"BALE003","2018-01-11 12:00:00",7.6,7.6,7.6,77.12,77.12,77.12,0.624,0
"BALE003","2018-01-11 13:00:00",7.58,7.58,7.58,77.82,77.82,77.82,0.497,0
"BALE003","2018-01-11 14:00:00",7.24,7.24,7.24,76.58,76.58,76.58,0.388,0
"BALE003","2018-01-11 15:00:00",6.48,6.48,6.48,84.8,84.8,84.8,0.168,0
"BALE003","2018-01-11 16:00:00",6.53,6.53,6.53,80.5,80.5,80.5,0.206,0
"BALE003","2018-01-11 17:00:00",6.22,6.22,6.22,86.5,86.5,86.5,0.096,0
"BALE003","2018-01-11 18:00:00",5.79,5.79,5.79,88,88,88,0.066,0
"BALE003","2018-01-11 19:00:00",4.98,4.98,4.98,95,95,95,0.002,0
"BALE003","2018-01-11 20:00:00",4.53,4.53,4.53,97.5,97.5,97.5,0,0
"BALE003","2018-01-11 21:00:00",3.92,3.92,3.92,100,100,100,0,0
"BALE003","2018-01-11 22:00:00",3.58,3.58,3.58,100,100,100,0,0
"BALE003","2018-01-11 23:00:00",3.19,3.19,3.19,100,100,100,0,0
"BALE003","2018-01-12 00:00:00",2.83,2.83,2.83,100,100,100,0,0
"BALE003","2018-01-12 01:00:00",2.78,2.78,2.78,100,100,100,0,0
"BALE003","2018-01-12 02:00:00",2.26,2.26,2.26,100,100,100,0,0
"BALE003","2018-01-12 03:00:00",1.93,1.93,1.93,95.1,95.1,95.1,0,0
"BALE003","2018-01-12 04:00:00",2.74,2.74,2.74,85.3,85.3,85.3,0,0
"BALE003","2018-01-12 05:00:00",2.6,2.6,2.6,84.5,84.5,84.5,0,0
"BALE003","2018-01-12 06:00:00",2.35,2.35,2.35,86,86,86,0,0
"BALE003","2018-01-12 07:00:00",2.41,2.41,2.41,85.9,85.9,85.9,0.01,0
"BALE003","2018-01-12 08:00:00",4.09,4.09,4.09,80.6,80.6,80.6,0.168,0
"BALE003","2018-01-12 09:00:00",5.83,5.83,5.83,70.66,70.66,70.66,0.355,0
"BALE003","2018-01-12 10:00:00",7.56,7.56,7.56,69.86,69.86,69.86,0.601,0
"BALE003","2018-01-12 11:00:00",6.98,6.98,6.98,83.6,83.6,83.6,0.508,0
"BALE003","2018-01-12 12:00:00",7.38,7.38,7.38,72.22,72.22,72.22,0.708,0
"BALE003","2018-01-12 13:00:00",8.13,8.13,8.13,67.43,67.43,67.43,0.805,0
"BALE003","2018-01-12 14:00:00",7.55,7.55,7.55,66.03,66.03,66.03,0.585,0
"BALE003","2018-01-12 15:00:00",7.83,7.83,7.83,65.35,65.35,65.35,0.567,0
"BALE003","2018-01-12 16:00:00",7.8,7.8,7.8,63.53,63.53,63.53,0.51,0
"BALE003","2018-01-12 17:00:00",7.44,7.44,7.44,73.05,73.05,73.05,0.339,0
"BALE003","2018-01-12 18:00:00",5.1,5.1,5.1,81.9,81.9,81.9,0.069,0
"BALE003","2018-01-12 19:00:00",3.54,3.54,3.54,89.8,89.8,89.8,0.007,0
"BALE003","2018-01-12 20:00:00",2.92,2.92,2.92,92.9,92.9,92.9,0,0
"BALE003","2018-01-12 21:00:00",2.12,2.12,2.12,94.5,94.5,94.5,0,0
"BALE003","2018-01-12 22:00:00",1.29,1.29,1.29,94.7,94.7,94.7,0,0
"BALE003","2018-01-12 23:00:00",1.2,1.2,1.2,88,88,88,0,0
"BALE003","2018-01-13 00:00:00",1.46,1.46,1.46,74.05,74.05,74.05,0,0
"BALE003","2018-01-13 01:00:00",1.66,1.66,1.66,59.8,59.8,59.8,0,0
"BALE003","2018-01-13 02:00:00",1.52,1.52,1.52,49.47,49.47,49.47,0,0
"BALE003","2018-01-13 03:00:00",1.7,1.7,1.7,40.38,40.38,40.38,0,0
